SESTAT DATA DICTIONARY/FILE LAYOUT FOR EPSD19.DAT

SAS NAME          LENGTH   FORMAT   START    END     TYPE         LABEL
CTZUSIN            0001    $CHAR1.  00064    00064   Character    V_DEM_CITIZENSHIP_US_CITIZEN
D25YRP             0006    6.0      00065    00070   Numeric      P_ED_2ND_HD_DEGREE_AWARD_YR_5_YR_GROUPING_PUB
D2DG               0001    $CHAR1.  00071    00071   Character    P_ED_2ND_HD_DEGREE_TYPE
D2DGRUS            0002    $CHAR2.  00072    00073   Character    P_ED_2ND_HD_SCHOOL_REGION_US_NONUS
D2RGNP             0002    $CHAR2.  00074    00075   Character    P_ED_2ND_HD_SCHOOL_REGION_PUB
D35YRP             0006    6.0      00076    00081   Numeric      Q_ED_3RD_HD_DEGREE_AWARD_YR_5_YR_GROUPING_PUB
D3DG               0001    $CHAR1.  00082    00082   Character    Q_ED_3RD_HD_DEGREE_TYPE
D3DGRUS            0002    $CHAR2.  00083    00084   Character    Q_ED_3RD_HD_SCHOOL_REGION_US_NONUS
D3RGNP             0002    $CHAR2.  00085    00086   Character    Q_ED_3RD_HD_SCHOOL_REGION_PUB
DIFAGEGR           0003    3.0      00087    00089   Numeric      X_DEM_DISABLE_EARLIEST_AGE_5_YR_GROUPING
DIFBIR             0001    $CHAR1.  00090    00090   Character    X_DEM_DISABLE_SINCE_BIRTH
DIFNO              0001    $CHAR1.  00091    00091   Character    X_DEM_DISABLE_NONE_IND
EARNP              0009    9.0      00092    00100   Numeric      H_JOB_TOTAL_INCOME_PUB
EDDAD              0001    $CHAR1.  00101    00101   Character    W_DEM_PARENT_FATHERS_ED_LEVEL
EDMOM              0001    $CHAR1.  00102    00102   Character    W_DEM_PARENT_MOTHERS_ED_LEVEL
EDTP               0001    $CHAR1.  00103    00103   Character    E_JOB_EMPLR_EDUC_INST_TYPE
EMED               0001    $CHAR1.  00104    00104   Character    E_JOB_EMPLR_EDUC_INST_IND
EMRGP              0002    $CHAR2.  00105    00106   Character    E_JOB_EMPLR_LOC_REGION_PUB
EMSECDT            0002    $CHAR2.  00107    00108   Character    E_JOB_EMPLR_SECTOR_CD
EMSECSM            0001    $CHAR1.  00109    00109   Character    E_JOB_EMPLR_SECTOR_CD_SUMRY
EMSIZE             0001    $CHAR1.  00110    00110   Character    E_JOB_EMPLR_SIZE
EMSMI              0001    $CHAR1.  00111    00111   Character    D_JOB_SAME_EMPLOYER_JOB
EMTPP              0002    $CHAR2.  00112    00113   Character    E_JOB_EMPLR_TYPE_PUB
EMUS               0002    $CHAR2.  00114    00115   Character    E_JOB_EMPLR_LOC_REGION_US_NONUS
FACADV             0001    $CHAR1.  00116    00116   Character    F_JOB_IMPORTANCE_ADVANCEMENT
FACBEN             0001    $CHAR1.  00117    00117   Character    F_JOB_IMPORTANCE_BENEFITS
FACCHAL            0001    $CHAR1.  00118    00118   Character    F_JOB_IMPORTANCE_CHALLENGE
FACIND             0001    $CHAR1.  00119    00119   Character    F_JOB_IMPORTANCE_INDEPENDENCE
FACLOC             0001    $CHAR1.  00120    00120   Character    F_JOB_IMPORTANCE_LOCATION
FACRANK            0001    $CHAR1.  00121    00121   Character    E_JOB_EMPLR_EDUC_INST_FACULTY_RANK
FACRESP            0001    $CHAR1.  00122    00122   Character    F_JOB_IMPORTANCE_RESPONSIBILITY
FACSAL             0001    $CHAR1.  00123    00123   Character    F_JOB_IMPORTANCE_SALARY
FACSEC             0001    $CHAR1.  00124    00124   Character    F_JOB_IMPORTANCE_SECURITY
FACSOC             0001    $CHAR1.  00125    00125   Character    F_JOB_IMPORTANCE_SOCIETY
FNINUS             0001    $CHAR1.  00126    00126   Character    V_LIVE_WORK_IN_US_ON_REF_DATE
FSDED              0001    $CHAR1.  00127    00127   Character    I_JOB_GOV_AGCY_SUPP_EDUC
FSDK               0001    $CHAR1.  00128    00128   Character    I_JOB_GOV_AGCY_SUPPORT_DONT_KNOW
FSDOD              0001    $CHAR1.  00129    00129   Character    I_JOB_GOV_AGCY_SUPP_DEFENSE
FSDOE              0001    $CHAR1.  00130    00130   Character    I_JOB_GOV_AGCY_SUPP_ENERGY
FSHHS              0001    $CHAR1.  00131    00131   Character    I_JOB_GOV_AGCY_SUPP_HHS
FSNASA             0001    $CHAR1.  00132    00132   Character    I_JOB_GOV_AGCY_SUPP_NASA
FSNIH              0001    $CHAR1.  00133    00133   Character    I_JOB_GOV_AGCY_SUPP_NIH
FSNSF              0001    $CHAR1.  00134    00134   Character    I_JOB_GOV_AGCY_SUPP_NSF
FSOT               0001    $CHAR1.  00135    00135   Character    I_JOB_GOV_AGCY_SUPP_OTHR
FTPRET             0001    $CHAR1.  00136    00136   Character    B_JOB_RETIRED_PREVLY_IND
GENDER             0001    $CHAR1.  00137    00137   Character    U_DEM_GENDER
GOVSUP             0001    $CHAR1.  00138    00138   Character    I_JOB_GOV_AGCY_SUPPORT_IND
HCAPIN             0001    $CHAR1.  00139    00139   Character    X_DEM_DISABLE_IND
HDAY5P             0005    5.0      00140    00144   Numeric      O_ED_HD_DEGREE_AWARD_YR_5_YR_GROUPING_PUB
HDDGRUS            0002    $CHAR2.  00145    00146   Character    O_ED_HD_SCHOOL_REGION_US_NONUS
HDRGNP             0002    $CHAR2.  00147    00148   Character    O_ED_HD_SCHOOL_REGION_PUB
HRSWKP             0003    3.0      00149    00151   Numeric      B_PRINCIPAL_JOB_WKLY_HRS_PUB
JOBINS             0001    $CHAR1.  00152    00152   Character    E_JOB_EMPLR_BENEFITS_HEALTHINS
JOBPENS            0001    $CHAR1.  00153    00153   Character    E_JOB_EMPLR_BENEFITS_PENSION
JOBPROFT           0001    $CHAR1.  00154    00154   Character    E_JOB_EMPLR_BENEFITS_PROFIT_SHARING
JOBSATIS           0001    $CHAR1.  00155    00155   Character    F_JOB_SATISFACTION_OVERALL
JOBVAC             0001    $CHAR1.  00156    00156   Character    E_JOB_EMPLR_BENEFITS_VACATION
LFSTAT             0001    $CHAR1.  00157    00157   Character    A_JOB_STATUS_LABOR_FORCE_STAT
LOOKWK             0001    $CHAR1.  00158    00158   Character    A_JOB_STATUS_LOOKING_FOR_WRK_IND
MARIND             0001    $CHAR1.  00159    00159   Character    W_DEM_MARITAL_STAT_MARRIED
MARSTA             0001    $CHAR1.  00160    00160   Character    W_DEM_MARITAL_STATUS
MGRNAT             0001    $CHAR1.  00161    00161   Character    F_JOB_MGR_TECH_EXPERTSE_PHYS_SCI
MGROTH             0001    $CHAR1.  00162    00162   Character    F_JOB_MGR_TECH_EXPERTSE_OTHER
MGRSOC             0001    $CHAR1.  00163    00163   Character    F_JOB_MGR_TECH_EXPERTSE_SOCIAL_SCI
MINRTY             0001    $CHAR1.  00164    00164   Character    U_DEM_RACE_MINORITY_IND
MR5YRP             0005    5.0      00165    00169   Numeric      M_ED_MR_DEGREE_AWARD_YR_5_YR_GROUPING_PUB
MRADV              0001    $CHAR1.  00170    00170   Character    M_ED_MR_DEGREE_REAS_ADVANCEMT
MRCAR              0001    $CHAR1.  00171    00171   Character    M_ED_MR_DEGREE_REAS_BEGIN_CAREER
MRCHG              0001    $CHAR1.  00172    00172   Character    M_ED_MR_DEGREE_REAS_CHG_FLD
MRDG               0001    $CHAR1.  00173    00173   Character    M_ED_MR_DEGREE_TYPE
MRDGRUS            0002    $CHAR2.  00174    00175   Character    M_ED_MR_SCHOOL_REGION_US_NONUS
MRINT              0001    $CHAR1.  00176    00176   Character    M_ED_MR_DEGREE_REAS_PERSONL
MRLIC              0001    $CHAR1.  00177    00177   Character    M_ED_MR_DEGREE_REAS_LICENSING
MROTP              0001    $CHAR1.  00178    00178   Character    M_ED_MR_DEGREE_REAS_OTHR_PUB
MRRGNP             0002    $CHAR2.  00179    00180   Character    M_ED_MR_SCHOOL_REGION_PUB
MRSKL              0001    $CHAR1.  00181    00181   Character    M_ED_MR_DEGREE_REAS_ACQ_SKILL
N2OCMLST           0001    $CHAR1.  00182    00182   Character    C_JOB_LAST_OCC_GRP_MAJOR_NEW2
N2OCPRMG           0001    $CHAR1.  00183    00183   Character    B_JOB_OCC_GRP_MAJOR_NEW2
N2OCPRNG           0002    $CHAR2.  00184    00185   Character    B_JOB_OCC_GRP_MINOR_NEW2
NACEDMG            0001    $CHAR1.  00186    00186   Character    N_ED_REF_WK_ENROLL_ED_CAT_MAJOR_NEW
NBAMEMG            0001    $CHAR1.  00187    00187   Character    J_ED_BA_MAJOR_ED_GROUP_MAJOR_NEW
NBAMENGP           0002    $CHAR2.  00188    00189   Character    J_ED_BA_MAJOR_ED_GROUP_MINOR_NEW_PUB
ND2MEMG            0001    $CHAR1.  00190    00190   Character    P_ED_2ND_HD_MAJOR_ED_GRP_MAJOR_NEW
ND3MEMG            0001    $CHAR1.  00191    00191   Character    Q_ED_3RD_HD_MAJOR_ED_GRP_MAJOR_NEW
NDGMEMG            0001    $CHAR1.  00192    00192   Character    O_ED_HD_MAJOR_ED_GRP_MAJOR_NEW
NDGMENGP           0002    $CHAR2.  00193    00194   Character    O_ED_HD_MAJOR_ED_GRP_MINOR_NEW_PUB
NEDTPP             0002    $CHAR2.  00195    00196   Character    E_JOB_EMPLR_NON_EDUC_INST_TYPE_PUB
NEWBUS             0001    $CHAR1.  00197    00197   Character    E_JOB_EMPLR_NEW_BUSINESS
NMRMEMG            0001    $CHAR1.  00198    00198   Character    M_ED_MR_MAJOR_ED_GRP_MAJOR_NEW
NMRMENGP           0002    $CHAR2.  00199    00200   Character    M_ED_MR_MAJOR_ED_GRP_MINOR_NEW_PUB
NRCHG              0001    $CHAR1.  00201    00201   Character    B_JOB_OUTSIDE_FLD_REAS_CAREER_CHG
NRCON              0001    $CHAR1.  00202    00202   Character    B_JOB_OUTSIDE_FLD_REAS_WRKNG_CONDS
NRFAM              0001    $CHAR1.  00203    00203   Character    B_JOB_OUTSIDE_FLD_REAS_FAMILY
NRLOC              0001    $CHAR1.  00204    00204   Character    B_JOB_OUTSIDE_FLD_REAS_LOC
NROCNA             0001    $CHAR1.  00205    00205   Character    B_JOB_OUTSIDE_FLD_REAS_JOB_NOT_AVAIL
NROT               0001    $CHAR1.  00206    00206   Character    B_JOB_OUTSIDE_FLD_REAS_OTHR
NRPAY              0001    $CHAR1.  00207    00207   Character    B_JOB_OUTSIDE_FLD_REAS_PAY_OR_PROMOT
NRREA              0001    $CHAR1.  00208    00208   Character    B_JOB_OUTSIDE_FLD_REASON_PRIMRY
NRSEC              0001    $CHAR1.  00209    00209   Character    B_JOB_OUTSIDE_FLD_REASON_SECOND
NSDRMEMTOD         0001    $CHAR1.  00210    00210   Character    T_ED_USDOC_MAJOR_ED_GRP_MAJOR_NEW_TOD
NSDRMENTOD         0002    $CHAR2.  00211    00212   Character    T_ED_USDOC_MAJOR_ED_GRP_MINOR_NEW_TOD
NWFAM              0001    $CHAR1.  00213    00213   Character    A_JOB_NOT_WRKNG_REAS_FAMILY
NWLAY              0001    $CHAR1.  00214    00214   Character    A_JOB_NOT_WRKNG_REAS_LAYOFF
NWNOND             0001    $CHAR1.  00215    00215   Character    A_JOB_NOT_WRKNG_REAS_NO_NEED
NWOCNA             0001    $CHAR1.  00216    00216   Character    A_JOB_NOT_WRKNG_REAS_JOB_NOT_AVAIL
NWOTP              0001    $CHAR1.  00217    00217   Character    A_JOB_NOT_WRKNG_REAS_OTHR_PUB
NWSTU              0001    $CHAR1.  00218    00218   Character    A_JOB_NOT_WRKNG_REAS_STUDENT
OBSNUM             0008    $CHAR8.  00219    00226   Character    Z_OBSERVATION_NUMBER
OCEDRLP            0001    $CHAR1.  00227    00227   Character    B_JOB_RELTD_TO_DEGREE
PDEMPL             0001    $CHAR1.  00228    00228   Character    B_JOB_POSTDOC_REAS_NOEMPLOYMENT
PDEXPECT           0001    $CHAR1.  00229    00229   Character    B_JOB_POSTDOC_REAS_EXPECTED
PDIX               0001    $CHAR1.  00230    00230   Character    B_JOB_POSTDOC_APPT_IND
PDOTHER            0001    $CHAR1.  00231    00231   Character    B_JOB_POSTDOC_REAS_OTHER
PDPERPL            0001    $CHAR1.  00232    00232   Character    B_JOB_POSTDOC_REAS_PEOPLE
PDPRI              0001    $CHAR1.  00233    00233   Character    B_JOB_POSTDOC_REASON_PRIMARY
PDSEC              0001    $CHAR1.  00234    00234   Character    B_JOB_POSTDOC_REASON_SECONDARY
PDTRAIN            0001    $CHAR1.  00235    00235   Character    B_JOB_POSTDOC_REAS_TRAINING
PDTROUT            0001    $CHAR1.  00236    00236   Character    B_JOB_POSTDOC_REAS_OUTSIDE
PDUSFOR            0002    $CHAR2.  00237    00238   Character    B_POSTGRADUATION_LOCATION_DRF
PJFAM              0001    $CHAR1.  00239    00239   Character    F_JOB_PART_TIME_REAS_FAMILY
PJHAJ              0001    $CHAR1.  00240    00240   Character    F_JOB_PART_TIME_REAS_HOLD_ANOTHER_JOB
PJNOND             0001    $CHAR1.  00241    00241   Character    F_JOB_PART_TIME_REAS_NO_NEED
PJOCNA             0001    $CHAR1.  00242    00242   Character    F_JOB_PART_TIME_REAS_FT_JOB_NA
PJOT               0001    $CHAR1.  00243    00243   Character    F_JOB_PART_TIME_REAS_OTHR
PJRET              0001    $CHAR1.  00244    00244   Character    F_JOB_PART_TIME_REAS_RETIRED
PJSTU              0001    $CHAR1.  00245    00245   Character    F_JOB_PART_TIME_REAS_STUDENT
PJWTFT             0001    $CHAR1.  00246    00246   Character    F_JOB_PART_TIME_WANT_FULL_TIME
PRMBRPB            0003    3.0      00247    00249   Numeric      D_JOB_PROF_ASSOC_MEMBRSHPS_NBR_PUB
PROMTGI            0001    $CHAR1.  00250    00250   Character    D_JOB_PROF_ASSOC_ATTEND_MTNGS_IND
RACETHMP           0001    $CHAR1.  00251    00251   Character    U_DEM_MULTIPLE_RACE_ETHNICITY_CAT_PUB
REFYR              0005    5.0      00252    00256   Numeric      Z_SURVEY_YEAR
SALARYP            0009    9.0      00257    00265   Numeric      H_JOB_SALARY_ANN_PUB
SATADV             0001    $CHAR1.  00266    00266   Character    F_JOB_SATISFACTION_ADVANCEMENT
SATBEN             0001    $CHAR1.  00267    00267   Character    F_JOB_SATISFACTION_BENEFITS
SATCHAL            0001    $CHAR1.  00268    00268   Character    F_JOB_SATISFACTION_CHALLENGE
SATIND             0001    $CHAR1.  00269    00269   Character    F_JOB_SATISFACTION_INDEPENDENCE
SATLOC             0001    $CHAR1.  00270    00270   Character    F_JOB_SATISFACTION_LOCATION
SATRESP            0001    $CHAR1.  00271    00271   Character    F_JOB_SATISFACTION_RESPONSIBILITY
SATSAL             0001    $CHAR1.  00272    00272   Character    F_JOB_SATISFACTION_SALARY
SATSEC             0001    $CHAR1.  00273    00273   Character    F_JOB_SATISFACTION_SECURITY
SATSOC             0001    $CHAR1.  00274    00274   Character    F_JOB_SATISFACTION_SOCIETY
SDR5YRP            0006    6.0      00275    00280   Numeric      T_ED_USDOC_DEGREE_AWARD_YR_5_YR_GROUPING_PUB
SDRRGNP            0002    $CHAR2.  00281    00282   Character    T_ED_USDOC_SCHOOL_REGION_PUB
SEHTOD             0001    $CHAR1.  00283    00283   Character    T_ED_USDOC_SEH_TOD
SPNAT              0001    $CHAR1.  00284    00284   Character    W_DEM_SPOUSE_WORK_EXPERT_PHYS_SCI
SPOT               0001    $CHAR1.  00285    00285   Character    W_DEM_SPOUSE_WORK_EXPERT_OTHER
SPOWK              0001    $CHAR1.  00286    00286   Character    W_DEM_SPOUSE_WORKING_IND
SPSOC              0001    $CHAR1.  00287    00287   Character    W_DEM_SPOUSE_WORK_EXPERT_SOCIAL_SCI
SRVMODE            0001    $CHAR1.  00288    00288   Character    Z_SURVEY_MODE
SUPWK              0001    $CHAR1.  00289    00289   Character    F_JOB_SUPERVISE_WRK_IND
SURID              0002    2.0      00290    00291   Numeric      Z_SURVEY_IDENTIFIER
TCDGCMP            0001    $CHAR1.  00292    00292   Character    N_ED_WORK_DEGREE_COMPLETED
TENI               0001    $CHAR1.  00293    00293   Character    E_JOB_EMPLR_EDUC_INST_TENURE_STAT_IND
TENSTA             0001    $CHAR1.  00294    00294   Character    E_JOB_EMPLR_EDUC_INST_TENURE_STAT
WAACC              0001    $CHAR1.  00295    00295   Character    F_JOB_WRK_ACTVTY_ACCTNG
WAAPRSH            0001    $CHAR1.  00296    00296   Character    F_JOB_WRK_ACTVTY_APPLIED_RSCH
WABRSH             0001    $CHAR1.  00297    00297   Character    F_JOB_WRK_ACTVTY_BASIC_RSCH
WACOM              0001    $CHAR1.  00298    00298   Character    F_JOB_WRK_ACTVTY_COMPUTER
WADEV              0001    $CHAR1.  00299    00299   Character    F_JOB_WRK_ACTVTY_DEVELOPMT
WADSN              0001    $CHAR1.  00300    00300   Character    F_JOB_WRK_ACTVTY_DESIGN
WAEMRL             0001    $CHAR1.  00301    00301   Character    F_JOB_WRK_ACTVTY_PERSONNEL
WAMGMT             0001    $CHAR1.  00302    00302   Character    F_JOB_WRK_ACTVTY_MGT
WAOT               0001    $CHAR1.  00303    00303   Character    F_JOB_WRK_ACTVTY_OTHR
WAPRI              0002    $CHAR2.  00304    00305   Character    F_JOB_WRK_ACTIVITY_PRIMRY
WAPROD             0001    $CHAR1.  00306    00306   Character    F_JOB_WRK_ACTVTY_PRODUCTN
WAPRSM             0001    $CHAR1.  00307    00307   Character    F_JOB_WRK_ACTIVITY_PRIMRY_SUMRY
WAQM               0001    $CHAR1.  00308    00308   Character    F_JOB_WRK_ACTVTY_QUAL_MGT
WASALE             0001    $CHAR1.  00309    00309   Character    F_JOB_WRK_ACTVTY_SALES
WASCSM             0001    $CHAR1.  00310    00310   Character    F_JOB_WRK_ACTIVITY_SECONDARY_SUMRY
WASEC              0002    $CHAR2.  00311    00312   Character    F_JOB_WRK_ACTIVITY_SECONDARY
WASVC              0001    $CHAR1.  00313    00313   Character    F_JOB_WRK_ACTVTY_PROF_SERV
WATEA              0001    $CHAR1.  00314    00314   Character    F_JOB_WRK_ACTVTY_TEACH
WKSLYR             0003    3.0      00315    00317   Numeric      B_PRINCIPAL_JOB_LESS_THAN_52WKS
WKSWK              0003    3.0      00318    00320   Numeric      B_PRINCIPAL_JOB_WEEKS
WKSYR              0001    $CHAR1.  00321    00321   Character    B_PRINCIPAL_JOB_52_WEEKS
WKTRNI             0001    $CHAR1.  00322    00322   Character    G_JOB_TRAINING_WRK_RELTD_IND
WRKG               0001    $CHAR1.  00323    00323   Character    A_JOB_STATUS_EMPLOYED_IND
WRKGP              0001    $CHAR1.  00324    00324   Character    D_JOB_EMPLOYED_IND
WTRCHOC            0001    $CHAR1.  00325    00325   Character    G_JOB_TRAINING_REAS_CHG_OCCUPAT_DIF
WTREASN            0001    $CHAR1.  00326    00326   Character    G_JOB_TRAINING_PRIMARY_REASON
WTREM              0001    $CHAR1.  00327    00327   Character    G_JOB_TRAINING_REAS_EMPLR_REQ
WTRLIC             0001    $CHAR1.  00328    00328   Character    G_JOB_TRAINING_REAS_LICENSING
WTROPPS            0001    $CHAR1.  00329    00329   Character    G_JOB_TRAINING_REAS_OPPS_ADV_SALARY
WTROT              0001    $CHAR1.  00330    00330   Character    G_JOB_TRAINING_REAS_OTHR
WTRPERS            0001    $CHAR1.  00331    00331   Character    G_JOB_TRAINING_REAS_PERS
WTRSKL             0001    $CHAR1.  00332    00332   Character    G_JOB_TRAINING_REAS_ACQ_SKILL
WTSURVY            0011    11.4     00333    00343   Numeric      Z_WEIGHTING_FACTOR_SURVEY
