Year,SETR Category,Award level,Total Graduates,US Graduates,US Nonresident Graduates
2014,Lasers,Post-master's certificate,56,28,28
2014,Lasers,Postbaccalaureate certificate,93,56,37
2014,Lasers,Postsecondary certificate < 60 semester credit hours,1058,1052,6
2014,Lasers,Postsecondary certificate > 60 semester credit hours,29,29,0
2014,Materials Science,All award levels (total),16832,13001,3831
2014,Materials Science,Associate's degree,76,74,2
2014,Materials Science,Bachelor's degree,10549,9578,971
2014,Materials Science,Doctor's degree – research/scholarship,1960,939,1021
2014,Materials Science,Master's degree,3982,2172,1810
2014,Materials Science,Post-master's certificate,30,15,15
2014,Materials Science,Postbaccalaureate certificate,181,171,10
2014,Materials Science,Postsecondary certificate < 60 semester credit hours,52,50,2
2014,Materials Science,Postsecondary certificate > 60 semester credit hours,2,2,0
2014,Neuroscience,All award levels (total),8201,7675,526
2014,Neuroscience,Bachelor's degree,6509,6340,169
2014,Neuroscience,Doctor's degree – research/scholarship,1138,909,229
2014,Neuroscience,Master's degree,500,383,117
2014,Neuroscience,Post-master's certificate,33,26,7
2014,Neuroscience,Postbaccalaureate certificate,16,12,4
2014,Neuroscience,Postsecondary certificate < 60 semester credit hours,5,5,0
2014,Robotics,All award levels (total),58812,44180,14632
2014,Robotics,Associate's degree,5914,5810,104
2014,Robotics,Bachelor's degree,28053,25623,2430
2014,Robotics,Doctor's degree – other,5,5,0
2014,Robotics,Doctor's degree – research/scholarship,2859,963,1896
2014,Robotics,Master's degree,18858,8793,10065
2014,Robotics,Post-master's certificate,71,36,35
2014,Robotics,Postbaccalaureate certificate,959,869,90
2014,Robotics,Postsecondary certificate < 60 semester credit hours,2045,2033,12
2014,Robotics,Postsecondary certificate > 60 semester credit hours,48,48,0
2014,Semiconductors,All award levels (total),49910,37506,12404
2014,Semiconductors,Associate's degree,7458,7402,56
2014,Semiconductors,Bachelor's degree,25080,22439,2641
2014,Semiconductors,Doctor's degree – other,1,1,0
2014,Semiconductors,Doctor's degree – research/scholarship,3463,1293,2170
2014,Semiconductors,Master's degree,12605,5172,7433
2014,Semiconductors,Post-master's certificate,70,32,38
2014,Semiconductors,Postbaccalaureate certificate,287,229,58
2014,Semiconductors,Postsecondary certificate < 60 semester credit hours,935,927,8
2014,Semiconductors,Postsecondary certificate > 60 semester credit hours,11,11,0
2014,Space,All award levels (total),14690,13082,1608
2014,Space,Associate's degree,101,100,1
2014,Space,Bachelor's degree,10069,9554,515
2014,Space,Doctor's degree – research/scholarship,1040,686,354
2014,Space,Master's degree,3372,2662,710
2014,Space,Post-master's certificate,31,17,14
2014,Space,Postbaccalaureate certificate,62,48,14
2014,Space,Postsecondary certificate < 60 semester credit hours,15,15,0
2014,Sustainable Energy Technology,All award levels (total),15851,14814,1037
2014,Sustainable Energy Technology,Associate's degree,1830,1815,15
2014,Sustainable Energy Technology,Bachelor's degree,9577,9327,250
2014,Sustainable Energy Technology,Doctor's degree – research/scholarship,474,300,174
2014,Sustainable Energy Technology,Master's degree,3411,2833,578
2014,Sustainable Energy Technology,Post-master's certificate,18,12,6
2014,Sustainable Energy Technology,Postbaccalaureate certificate,105,94,11
2014,Sustainable Energy Technology,Postsecondary certificate < 60 semester credit hours,436,433,3
2015,Artificial Intelligence,All award levels (total),49218,35834,13384
2015,Artificial Intelligence,Associate's degree,2865,2783,82
2015,Artificial Intelligence,Bachelor's degree,26227,24308,1919
2015,Artificial Intelligence,Doctor's degree – other,48,48,0
2015,Artificial Intelligence,Doctor's degree – research/scholarship,1175,531,644
2015,Artificial Intelligence,Master's degree,17823,7251,10572
2015,Artificial Intelligence,Post-master's certificate,43,20,23
2015,Artificial Intelligence,Postbaccalaureate certificate,575,442,133
2015,Artificial Intelligence,Postsecondary certificate < 60 semester credit hours,321,314,7
2015,Artificial Intelligence,Postsecondary certificate > 60 semester credit hours,141,137,4
2015,Biotechnology and Synthetic Biology,All award levels (total),20842,18726,2116
2015,Biotechnology and Synthetic Biology,Associate's degree,715,691,24
2015,Biotechnology and Synthetic Biology,Bachelor's degree,15496,14731,765
2015,Biotechnology and Synthetic Biology,Doctor's degree – research/scholarship,1621,1102,519
2015,Biotechnology and Synthetic Biology,Master's degree,2691,1903,788
2015,Biotechnology and Synthetic Biology,Post-master's certificate,58,51,7
2015,Biotechnology and Synthetic Biology,Postbaccalaureate certificate,90,81,9
2015,Biotechnology and Synthetic Biology,Postsecondary certificate < 60 semester credit hours,163,159,4
2015,Biotechnology and Synthetic Biology,Postsecondary certificate > 60 semester credit hours,8,8,0
2015,Cryptography,All award levels (total),82456,65819,16637
2015,Cryptography,Associate's degree,6822,6625,197
2015,Cryptography,Bachelor's degree,49968,45679,4289
2015,Cryptography,Doctor's degree – other,48,48,0
2015,Cryptography,Doctor's degree – research/scholarship,2266,1138,1128
2015,Cryptography,Master's degree,21202,10474,10728
2015,Cryptography,Post-master's certificate,133,67,66
2015,Cryptography,Postbaccalaureate certificate,1011,800,211
2015,Cryptography,Postsecondary certificate < 60 semester credit hours,860,846,14
2015,Cryptography,Postsecondary certificate > 60 semester credit hours,146,142,4
2015,Lasers,All award levels (total),40727,28094,12633
2015,Lasers,Associate's degree,7839,7795,44
2015,Lasers,Bachelor's degree,16833,14644,2189
2015,Lasers,Doctor's degree – other,3,2,1
2015,Lasers,Doctor's degree – research/scholarship,2408,792,1616
2015,Lasers,Master's degree,12304,3625,8679
2015,Lasers,Post-master's certificate,73,40,33
2015,Lasers,Postbaccalaureate certificate,120,60,60
2015,Lasers,Postsecondary certificate < 60 semester credit hours,1106,1095,11
2015,Lasers,Postsecondary certificate > 60 semester credit hours,41,41,0
2015,Materials Science,All award levels (total),18379,14195,4184
2015,Materials Science,Associate's degree,97,84,13
2015,Materials Science,Bachelor's degree,11702,10607,1095
2015,Materials Science,Doctor's degree – research/scholarship,2098,1027,1071
2015,Materials Science,Master's degree,4193,2219,1974
2015,Materials Science,Post-master's certificate,23,10,13
2015,Materials Science,Postbaccalaureate certificate,234,217,17
2015,Materials Science,Postsecondary certificate < 60 semester credit hours,32,31,1
2015,Neuroscience,All award levels (total),9049,8491,558
2015,Neuroscience,Bachelor's degree,7309,7122,187
2015,Neuroscience,Doctor's degree – professional practice,2,2,0
2015,Neuroscience,Doctor's degree – research/scholarship,1116,895,221
2015,Neuroscience,Master's degree,566,424,142
2015,Neuroscience,Post-master's certificate,32,27,5
2015,Neuroscience,Postbaccalaureate certificate,11,8,3
2015,Neuroscience,Postsecondary certificate < 60 semester credit hours,13,13,0
2015,Robotics,All award levels (total),63770,45194,18576
2015,Robotics,Associate's degree,6180,6074,106
2015,Robotics,Bachelor's degree,30114,27196,2918
2015,Robotics,Doctor's degree – other,3,2,1
2015,Robotics,Doctor's degree – research/scholarship,2808,966,1842
2015,Robotics,Master's degree,21858,8331,13527
2015,Robotics,Post-master's certificate,71,36,35
2015,Robotics,Postbaccalaureate certificate,847,708,139
2015,Robotics,Postsecondary certificate < 60 semester credit hours,1844,1836,8
2015,Robotics,Postsecondary certificate > 60 semester credit hours,45,45,0
2015,Semiconductors,All award levels (total),53819,38591,15228
2015,Semiconductors,Associate's degree,7347,7295,52
2015,Semiconductors,Bachelor's degree,26707,23602,3105
2015,Semiconductors,Doctor's degree – other,3,2,1
2015,Semiconductors,Doctor's degree – research/scholarship,3516,1360,2156
2015,Semiconductors,Master's degree,14866,5088,9778
2015,Semiconductors,Post-master's certificate,72,29,43
2015,Semiconductors,Postbaccalaureate certificate,346,263,83
2015,Semiconductors,Postsecondary certificate < 60 semester credit hours,953,943,10
2015,Semiconductors,Postsecondary certificate > 60 semester credit hours,9,9,0
2015,Space,All award levels (total),15244,13666,1578
2015,Space,Associate's degree,112,110,2
2015,Space,Bachelor's degree,10683,10175,508
2015,Space,Doctor's degree – research/scholarship,981,658,323
2015,Space,Master's degree,3345,2638,707
2015,Space,Post-master's certificate,35,19,16
2015,Space,Postbaccalaureate certificate,77,55,22
2015,Space,Postsecondary certificate < 60 semester credit hours,11,11,0
2015,Sustainable Energy Technology,All award levels (total),15903,14721,1182
2015,Sustainable Energy Technology,Associate's degree,1771,1683,88
2015,Sustainable Energy Technology,Bachelor's degree,9803,9524,279
2015,Sustainable Energy Technology,Doctor's degree – professional practice,2,1,1
2015,Sustainable Energy Technology,Doctor's degree – research/scholarship,522,360,162
2015,Sustainable Energy Technology,Master's degree,3306,2673,633
2015,Sustainable Energy Technology,Post-master's certificate,50,36,14
2015,Sustainable Energy Technology,Postbaccalaureate certificate,95,90,5
2015,Sustainable Energy Technology,Postsecondary certificate < 60 semester credit hours,354,354,0
2016,Artificial Intelligence,All award levels (total),58437,39914,18523
2016,Artificial Intelligence,Associate's degree,2990,2875,115
2016,Artificial Intelligence,Bachelor's degree,30269,27829,2440
2016,Artificial Intelligence,Doctor's degree – other,43,43,0
2016,Artificial Intelligence,Doctor's degree – research/scholarship,1165,499,666
2016,Artificial Intelligence,Master's degree,22764,7709,15055
2016,Artificial Intelligence,Post-master's certificate,34,18,16
2016,Artificial Intelligence,Postbaccalaureate certificate,705,485,220
2016,Artificial Intelligence,Postsecondary certificate < 60 semester credit hours,321,315,6
2016,Artificial Intelligence,Postsecondary certificate > 60 semester credit hours,146,141,5
2016,Biotechnology and Synthetic Biology,All award levels (total),22104,19834,2270
2016,Biotechnology and Synthetic Biology,Associate's degree,777,753,24
2016,Biotechnology and Synthetic Biology,Bachelor's degree,16509,15715,794
2016,Biotechnology and Synthetic Biology,Doctor's degree – research/scholarship,1621,1087,534
2016,Biotechnology and Synthetic Biology,Master's degree,2942,2047,895
2016,Biotechnology and Synthetic Biology,Post-master's certificate,40,31,9
2016,Biotechnology and Synthetic Biology,Postbaccalaureate certificate,89,77,12
2016,Biotechnology and Synthetic Biology,Postsecondary certificate < 60 semester credit hours,123,121,2
2016,Biotechnology and Synthetic Biology,Postsecondary certificate > 60 semester credit hours,3,3,0
2016,Cryptography,All award levels (total),90931,69009,21922
2016,Cryptography,Associate's degree,7435,7149,286
2016,Cryptography,Bachelor's degree,52827,47618,5209
2016,Cryptography,Doctor's degree – other,43,43,0
2016,Cryptography,Doctor's degree – research/scholarship,2312,1157,1155
2016,Cryptography,Master's degree,25814,11008,14806
2016,Cryptography,Post-master's certificate,109,63,46
2016,Cryptography,Postbaccalaureate certificate,1436,1035,401
2016,Cryptography,Postsecondary certificate < 60 semester credit hours,797,783,14
2016,Cryptography,Postsecondary certificate > 60 semester credit hours,158,153,5
2016,Lasers,All award levels (total),40136,25396,14740
2016,Lasers,Associate's degree,4507,4448,59
2016,Lasers,Bachelor's degree,17824,15476,2348
2016,Lasers,Doctor's degree – other,1,0,1
2016,Lasers,Doctor's degree – research/scholarship,2343,757,1586
2016,Lasers,Master's degree,14145,3537,10608
2016,Lasers,Post-master's certificate,43,11,32
2016,Lasers,Postbaccalaureate certificate,154,57,97
2016,Lasers,Postsecondary certificate < 60 semester credit hours,1097,1088,9
2016,Lasers,Postsecondary certificate > 60 semester credit hours,22,22,0
2016,Materials Science,All award levels (total),19696,15182,4514
2016,Materials Science,Associate's degree,76,71,5
2016,Materials Science,Bachelor's degree,12872,11582,1290
2016,Materials Science,Doctor's degree – research/scholarship,2148,1067,1081
2016,Materials Science,Master's degree,4289,2188,2101
2016,Materials Science,Post-master's certificate,31,17,14
2016,Materials Science,Postbaccalaureate certificate,255,234,21
2016,Materials Science,Postsecondary certificate < 60 semester credit hours,25,23,2
2016,Neuroscience,All award levels (total),9834,9202,632
2016,Neuroscience,Bachelor's degree,7967,7712,255
2016,Neuroscience,Doctor's degree – research/scholarship,1117,892,225
2016,Neuroscience,Master's degree,655,514,141
2016,Neuroscience,Post-master's certificate,54,46,8
2016,Neuroscience,Postbaccalaureate certificate,20,17,3
2016,Neuroscience,Postsecondary certificate < 60 semester credit hours,21,21,0
2016,Robotics,All award levels (total),70542,47596,22946
2016,Robotics,Associate's degree,6333,6206,127
2016,Robotics,Bachelor's degree,32994,29719,3275
2016,Robotics,Doctor's degree – other,1,0,1
2016,Robotics,Doctor's degree – research/scholarship,2840,951,1889
2016,Robotics,Master's degree,25699,8308,17391
2016,Robotics,Post-master's certificate,59,24,35
2016,Robotics,Postbaccalaureate certificate,953,733,220
2016,Robotics,Postsecondary certificate < 60 semester credit hours,1621,1613,8
2016,Robotics,Postsecondary certificate > 60 semester credit hours,42,42,0
2016,Semiconductors,All award levels (total),54063,36555,17508
2016,Semiconductors,Associate's degree,3990,3928,62
2016,Semiconductors,Bachelor's degree,28659,25262,3397
2016,Semiconductors,Doctor's degree – other,1,0,1
2016,Semiconductors,Doctor's degree – research/scholarship,3472,1331,2141
2016,Semiconductors,Master's degree,16574,4846,11728
2016,Semiconductors,Post-master's certificate,69,26,43
2016,Semiconductors,Postbaccalaureate certificate,410,285,125
2016,Semiconductors,Postsecondary certificate < 60 semester credit hours,888,877,11
2016,Space,All award levels (total),15744,14027,1717
2016,Space,Associate's degree,120,119,1
2016,Space,Bachelor's degree,10993,10447,546
2016,Space,Doctor's degree – research/scholarship,1091,718,373
2016,Space,Master's degree,3428,2652,776
2016,Space,Post-master's certificate,43,32,11
2016,Space,Postbaccalaureate certificate,60,52,8
2016,Space,Postsecondary certificate < 60 semester credit hours,9,7,2
2016,Sustainable Energy Technology,All award levels (total),16008,14792,1216
2016,Sustainable Energy Technology,Associate's degree,1553,1528,25
2016,Sustainable Energy Technology,Bachelor's degree,10147,9852,295
2016,Sustainable Energy Technology,Doctor's degree – research/scholarship,500,341,159
2016,Sustainable Energy Technology,Master's degree,3370,2660,710
2016,Sustainable Energy Technology,Post-master's certificate,11,6,5
2016,Sustainable Energy Technology,Postbaccalaureate certificate,131,110,21
2016,Sustainable Energy Technology,Postsecondary certificate < 60 semester credit hours,275,274,1
2016,Sustainable Energy Technology,Postsecondary certificate > 60 semester credit hours,21,21,0
2017,Artificial Intelligence,All award levels (total),66615,44995,21620
2017,Artificial Intelligence,Associate's degree,3396,3272,124
2017,Artificial Intelligence,Bachelor's degree,34679,31582,3097
2017,Artificial Intelligence,Doctor's degree – other,50,50,0
2017,Artificial Intelligence,Doctor's degree – research/scholarship,1203,541,662
2017,Artificial Intelligence,Master's degree,25644,8384,17260
2017,Artificial Intelligence,Post-master's certificate,45,28,17
2017,Artificial Intelligence,Postbaccalaureate certificate,1003,558,445
2017,Artificial Intelligence,Postsecondary certificate < 60 semester credit hours,455,442,13
2017,Artificial Intelligence,Postsecondary certificate > 60 semester credit hours,140,138,2
2017,Biotechnology and Synthetic Biology,All award levels (total),22572,20264,2308
2017,Biotechnology and Synthetic Biology,Associate's degree,664,646,18
2017,Biotechnology and Synthetic Biology,Bachelor's degree,17029,16106,923
2017,Biotechnology and Synthetic Biology,Doctor's degree – research/scholarship,1601,1097,504
2017,Biotechnology and Synthetic Biology,Master's degree,2987,2149,838
2017,Biotechnology and Synthetic Biology,Post-master's certificate,53,40,13
2017,Biotechnology and Synthetic Biology,Postbaccalaureate certificate,86,77,9
2017,Biotechnology and Synthetic Biology,Postsecondary certificate < 60 semester credit hours,146,143,3
2017,Biotechnology and Synthetic Biology,Postsecondary certificate > 60 semester credit hours,6,6,0
2017,Cryptography,All award levels (total),101358,75463,25895
2017,Cryptography,Associate's degree,8480,8111,369
2017,Cryptography,Bachelor's degree,57907,51676,6231
2017,Cryptography,Doctor's degree – other,50,50,0
2017,Cryptography,Doctor's degree – research/scholarship,2352,1201,1151
2017,Cryptography,Master's degree,29401,11972,17429
2017,Cryptography,Post-master's certificate,130,77,53
2017,Cryptography,Postbaccalaureate certificate,1959,1314,645
2017,Cryptography,Postsecondary certificate < 60 semester credit hours,938,923,15
2017,Cryptography,Postsecondary certificate > 60 semester credit hours,141,139,2
2017,Lasers,All award levels (total),40323,26405,13918
2017,Lasers,Associate's degree,4439,4379,60
2017,Lasers,Bachelor's degree,19032,16554,2478
2017,Lasers,Doctor's degree – other,1,0,1
2017,Lasers,Doctor's degree – research/scholarship,2374,681,1693
2017,Lasers,Master's degree,13075,3491,9584
2017,Lasers,Post-master's certificate,36,29,7
2017,Lasers,Postbaccalaureate certificate,176,92,84
2017,Lasers,Postsecondary certificate < 60 semester credit hours,1176,1165,11
2017,Lasers,Postsecondary certificate > 60 semester credit hours,14,14,0
2017,Materials Science,All award levels (total),21127,16286,4841
2017,Materials Science,Associate's degree,76,62,14
2017,Materials Science,Bachelor's degree,14094,12578,1516
2017,Materials Science,Doctor's degree – research/scholarship,2157,1081,1076
2017,Materials Science,Master's degree,4551,2345,2206
2017,Materials Science,Post-master's certificate,23,12,11
2017,Materials Science,Postbaccalaureate certificate,208,191,17
2017,Materials Science,Postsecondary certificate < 60 semester credit hours,18,17,1
2017,Neuroscience,All award levels (total),10631,9999,632
2017,Neuroscience,Associate's degree,8,8,0
2017,Neuroscience,Bachelor's degree,8763,8477,286
2017,Neuroscience,Doctor's degree – professional practice,3,3,0
2017,Neuroscience,Doctor's degree – research/scholarship,1115,913,202
2017,Neuroscience,Master's degree,656,517,139
2017,Neuroscience,Post-master's certificate,31,31,0
2017,Neuroscience,Postbaccalaureate certificate,28,23,5
2017,Neuroscience,Postsecondary certificate < 60 semester credit hours,27,27,0
2017,Robotics,All award levels (total),73683,50651,23032
2017,Robotics,Associate's degree,6478,6348,130
2017,Robotics,Bachelor's degree,36457,32816,3641
2017,Robotics,Doctor's degree – other,1,0,1
2017,Robotics,Doctor's degree – research/scholarship,2886,895,1991
2017,Robotics,Master's degree,25366,8305,17061
2017,Robotics,Post-master's certificate,40,30,10
2017,Robotics,Postbaccalaureate certificate,988,803,185
2017,Robotics,Postsecondary certificate < 60 semester credit hours,1416,1403,13
2017,Robotics,Postsecondary certificate > 60 semester credit hours,51,51,0
2017,Semiconductors,All award levels (total),55501,38619,16882
2017,Semiconductors,Associate's degree,3849,3778,71
2017,Semiconductors,Bachelor's degree,31021,27305,3716
2017,Semiconductors,Doctor's degree – other,1,0,1
2017,Semiconductors,Doctor's degree – research/scholarship,3519,1272,2247
2017,Semiconductors,Master's degree,15675,4976,10699
2017,Semiconductors,Post-master's certificate,50,32,18
2017,Semiconductors,Postbaccalaureate certificate,408,290,118
2017,Semiconductors,Postsecondary certificate < 60 semester credit hours,977,965,12
2017,Semiconductors,Postsecondary certificate > 60 semester credit hours,1,1,0
2017,Space,All award levels (total),16217,14434,1783
2017,Space,Associate's degree,157,151,6
2017,Space,Bachelor's degree,11320,10743,577
2017,Space,Doctor's degree – research/scholarship,1084,717,367
2017,Space,Master's degree,3546,2737,809
2017,Space,Post-master's certificate,32,23,9
2017,Space,Postbaccalaureate certificate,72,57,15
2017,Space,Postsecondary certificate < 60 semester credit hours,6,6,0
2017,Sustainable Energy Technology,All award levels (total),16435,15186,1249
2017,Sustainable Energy Technology,Associate's degree,1419,1391,28
2017,Sustainable Energy Technology,Bachelor's degree,10548,10227,321
2017,Sustainable Energy Technology,Doctor's degree – research/scholarship,502,348,154
2017,Sustainable Energy Technology,Master's degree,3443,2713,730
2017,Sustainable Energy Technology,Post-master's certificate,11,5,6
2017,Sustainable Energy Technology,Postbaccalaureate certificate,129,120,9
2017,Sustainable Energy Technology,Postsecondary certificate < 60 semester credit hours,383,382,1
2018,Artificial Intelligence,All award levels (total),70367,49438,20929
2018,Artificial Intelligence,Associate's degree,3803,3591,212
2018,Artificial Intelligence,Bachelor's degree,39947,35871,4076
2018,Artificial Intelligence,Doctor's degree – other,45,45,0
2018,Artificial Intelligence,Doctor's degree – research/scholarship,1203,525,678
2018,Artificial Intelligence,Master's degree,23567,8092,15475
2018,Artificial Intelligence,Post-master's certificate,97,47,50
2018,Artificial Intelligence,Postbaccalaureate certificate,1034,614,420
2018,Artificial Intelligence,Postsecondary certificate < 60 semester credit hours,515,500,15
2018,Artificial Intelligence,Postsecondary certificate > 60 semester credit hours,156,153,3
2018,Biotechnology and Synthetic Biology,All award levels (total),23107,20751,2356
2018,Biotechnology and Synthetic Biology,Associate's degree,694,677,17
2018,Biotechnology and Synthetic Biology,Bachelor's degree,17526,16519,1007
2018,Biotechnology and Synthetic Biology,Doctor's degree – research/scholarship,1641,1155,486
2018,Biotechnology and Synthetic Biology,Master's degree,2942,2124,818
2018,Biotechnology and Synthetic Biology,Post-master's certificate,37,31,6
2018,Biotechnology and Synthetic Biology,Postbaccalaureate certificate,103,86,17
2018,Biotechnology and Synthetic Biology,Postsecondary certificate < 60 semester credit hours,162,157,5
2018,Biotechnology and Synthetic Biology,Postsecondary certificate > 60 semester credit hours,2,2,0
2018,Cryptography,All award levels (total),109563,82432,27131
2018,Cryptography,Associate's degree,9896,9386,510
2018,Cryptography,Bachelor's degree,63421,56017,7404
2018,Cryptography,Doctor's degree – other,45,45,0
2018,Cryptography,Doctor's degree – research/scholarship,2401,1195,1206
2018,Cryptography,Master's degree,30120,12866,17254
2018,Cryptography,Post-master's certificate,185,100,85
2018,Cryptography,Postbaccalaureate certificate,2165,1522,643
2018,Cryptography,Postsecondary certificate < 60 semester credit hours,1182,1156,26
2018,Cryptography,Postsecondary certificate > 60 semester credit hours,148,145,3
2018,Lasers,All award levels (total),39211,26463,12748
2018,Lasers,Associate's degree,4585,4518,67
2018,Lasers,Bachelor's degree,18863,16295,2568
2018,Lasers,Doctor's degree – research/scholarship,2396,699,1697
2018,Lasers,Master's degree,11900,3585,8315
2018,Lasers,Post-master's certificate,39,16,23
2018,Lasers,Postbaccalaureate certificate,108,39,69
2018,Lasers,Postsecondary certificate < 60 semester credit hours,1288,1279,9
2018,Lasers,Postsecondary certificate > 60 semester credit hours,32,32,0
2018,Materials Science,All award levels (total),22164,16992,5172
2018,Materials Science,Associate's degree,65,49,16
2018,Materials Science,Bachelor's degree,14683,13035,1648
2018,Materials Science,Doctor's degree – research/scholarship,2190,1071,1119
2018,Materials Science,Master's degree,4903,2549,2354
2018,Materials Science,Post-master's certificate,28,16,12
2018,Materials Science,Postbaccalaureate certificate,246,223,23
2018,Materials Science,Postsecondary certificate < 60 semester credit hours,48,48,0
2018,Materials Science,Postsecondary certificate > 60 semester credit hours,1,1,0
2018,Neuroscience,All award levels (total),11243,10556,687
2018,Neuroscience,Associate's degree,3,3,0
2018,Neuroscience,Bachelor's degree,9301,8974,327
2018,Neuroscience,Doctor's degree – professional practice,3,3,0
2018,Neuroscience,Doctor's degree – research/scholarship,1104,909,195
2018,Neuroscience,Master's degree,741,583,158
2018,Neuroscience,Post-master's certificate,35,34,1
2018,Neuroscience,Postbaccalaureate certificate,37,31,6
2018,Neuroscience,Postsecondary certificate < 60 semester credit hours,19,19,0
2018,Robotics,All award levels (total),74772,53010,21762
2018,Robotics,Associate's degree,7123,6912,211
2018,Robotics,Bachelor's degree,38678,34525,4153
2018,Robotics,Doctor's degree – research/scholarship,2914,899,2015
2018,Robotics,Master's degree,23481,8344,15137
2018,Robotics,Post-master's certificate,90,54,36
2018,Robotics,Postbaccalaureate certificate,952,752,200
2018,Robotics,Postsecondary certificate < 60 semester credit hours,1489,1479,10
2018,Robotics,Postsecondary certificate > 60 semester credit hours,45,45,0
2018,Semiconductors,All award levels (total),54733,38703,16030
2018,Semiconductors,Associate's degree,3468,3390,78
2018,Semiconductors,Bachelor's degree,31465,27476,3989
2018,Semiconductors,Doctor's degree – research/scholarship,3553,1282,2271
2018,Semiconductors,Master's degree,14739,5202,9537
2018,Semiconductors,Post-master's certificate,56,26,30
2018,Semiconductors,Postbaccalaureate certificate,377,261,116
2018,Semiconductors,Postsecondary certificate < 60 semester credit hours,1071,1062,9
2018,Semiconductors,Postsecondary certificate > 60 semester credit hours,4,4,0
2018,Space,All award levels (total),16420,14570,1850
2018,Space,Associate's degree,137,136,1
2018,Space,Bachelor's degree,11581,10927,654
2018,Space,Doctor's degree – other,1,0,1
2018,Space,Doctor's degree – research/scholarship,1109,722,387
2018,Space,Master's degree,3442,2656,786
2018,Space,Post-master's certificate,51,41,10
2018,Space,Postbaccalaureate certificate,89,78,11
2018,Space,Postsecondary certificate < 60 semester credit hours,10,10,0
2018,Sustainable Energy Technology,All award levels (total),16913,15571,1342
2018,Sustainable Energy Technology,Associate's degree,1392,1381,11
2018,Sustainable Energy Technology,Bachelor's degree,11101,10707,394
2018,Sustainable Energy Technology,Doctor's degree – research/scholarship,477,322,155
2018,Sustainable Energy Technology,Master's degree,3415,2656,759
2018,Sustainable Energy Technology,Post-master's certificate,7,0,7
2018,Sustainable Energy Technology,Postbaccalaureate certificate,158,142,16
2018,Sustainable Energy Technology,Postsecondary certificate < 60 semester credit hours,359,359,0
2018,Sustainable Energy Technology,Postsecondary certificate > 60 semester credit hours,4,4,0
2019,Artificial Intelligence,All award levels (total),75242,55235,20007
2019,Artificial Intelligence,Associate's degree,4184,3881,303
2019,Artificial Intelligence,Bachelor's degree,45011,40237,4774
2019,Artificial Intelligence,Doctor's degree – professional practice,53,53,0
2019,Artificial Intelligence,Doctor's degree – research/scholarship,1378,574,804
2019,Artificial Intelligence,Master's degree,22910,9120,13790
2019,Artificial Intelligence,Post-master's certificate,80,48,32
2019,Artificial Intelligence,Postbaccalaureate certificate,978,685,293
2019,Artificial Intelligence,Postsecondary certificate < 60 semester credit hours,466,459,7
2019,Artificial Intelligence,Postsecondary certificate > 60 semester credit hours,182,178,4
2019,Biotechnology and Synthetic Biology,All award levels (total),23566,21183,2383
2019,Biotechnology and Synthetic Biology,Associate's degree,567,537,30
2019,Biotechnology and Synthetic Biology,Bachelor's degree,17987,16961,1026
2019,Biotechnology and Synthetic Biology,Doctor's degree – research/scholarship,1619,1150,469
2019,Biotechnology and Synthetic Biology,Master's degree,3129,2313,816
2019,Biotechnology and Synthetic Biology,Post-master's certificate,3,1,2
