SESTAT DATA DICTIONARY/FILE LAYOUT FOR EPSD03.DAT


SAS NAME          LENGTH   FORMAT   START     END     TYPE        LABEL
EMSMI              0001    $CHAR1.  00062    00062   Character    D_JOB_SAME_EMPLOYER_JOB                           
FACTEN             0001    $CHAR1.  00063    00063   Character    E_JOB_EMPLR_EDUC_INST_TENURE_RANK                 
FNVSPUB            0001    $CHAR1.  00064    00064   Character    V_DEM_FIRST_CAME_VISA_TYPE_PUB                    
FPTIND             0001    $CHAR1.  00065    00065   Character    A_JOB_STATUS_FULL_PART_TIME                       
FSAGR              0001    $CHAR1.  00066    00066   Character    I_JOB_GOV_AGCY_SUPP_AGRIC                         
FSDED              0001    $CHAR1.  00067    00067   Character    I_JOB_GOV_AGCY_SUPP_EDUC                          
FSDK               0001    $CHAR1.  00068    00068   Character    I_JOB_GOV_AGCY_SUPPORT_DONT_KNOW                  
FSDOD              0001    $CHAR1.  00069    00069   Character    I_JOB_GOV_AGCY_SUPP_DEFENSE                       
FSDOE              0001    $CHAR1.  00070    00070   Character    I_JOB_GOV_AGCY_SUPP_ENERGY                        
FSDOT              0001    $CHAR1.  00071    00071   Character    I_JOB_GOV_AGCY_SUPP_TRANSPORT                     
FSEPA              0001    $CHAR1.  00072    00072   Character    I_JOB_GOV_AGCY_SUPP_EPA                           
FSHHS              0001    $CHAR1.  00073    00073   Character    I_JOB_GOV_AGCY_SUPP_HHS                           
FSNASA             0001    $CHAR1.  00074    00074   Character    I_JOB_GOV_AGCY_SUPP_NASA                          
FSNIH              0001    $CHAR1.  00075    00075   Character    I_JOB_GOV_AGCY_SUPP_NIH                           
FSNSF              0001    $CHAR1.  00076    00076   Character    I_JOB_GOV_AGCY_SUPP_NSF                           
FSOT               0001    $CHAR1.  00077    00077   Character    I_JOB_GOV_AGCY_SUPP_OTHR                          
FTPRET             0001    $CHAR1.  00078    00078   Character    B_JOB_RETIRED_PREVLY_IND                          
GENDER             0001    $CHAR1.  00079    00079   Character    U_DEM_GENDER                                      
GOVSUP             0001    $CHAR1.  00080    00080   Character    I_JOB_GOV_AGCY_SUPPORT_IND                        
HD03Y5P            0005    5.0      00081    00085   Numeric      O_ED_HD_DEGREE_AWARD_YR2003_5_YR_GROUPING_PUB     
HRSWKP             0003    3.0      00086    00088   Numeric      B_PRINCIPAL_JOB_WKLY_HRS_PUB                      
JOBSATIS           0001    $CHAR1.  00089    00089   Character    F_JOB_SATISFACTION_OVERALL                        
LFSTAT             0001    $CHAR1.  00090    00090   Character    A_JOB_STATUS_LABOR_FORCE_STAT                     
LOOKWK             0001    $CHAR1.  00091    00091   Character    A_JOB_STATUS_LOOKING_FOR_WRK_IND                  
LWYRP              0005    5.0      00092    00096   Numeric      C_JOB_LAST_WRKD_PUB_YR                            
MGRNAT             0001    $CHAR1.  00097    00097   Character    F_JOB_MGR_TECH_EXPERTSE_PHYS_SCI                  
MGROTH             0001    $CHAR1.  00098    00098   Character    F_JOB_MGR_TECH_EXPERTSE_OTHER                     
MGRSOC             0001    $CHAR1.  00099    00099   Character    F_JOB_MGR_TECH_EXPERTSE_SOCIAL_SCI                
MINRTY             0001    $CHAR1.  00100    00100   Character    U_DEM_RACE_MINORITY_IND                           
MR03Y5P            0005    5.0      00101    00105   Numeric      M_ED_MR_DEGREE_AWARD_YR2003_5_YR_GROUPING_PUB     
MRADV              0001    $CHAR1.  00106    00106   Character    M_ED_MR_DEGREE_REAS_ADVANCEMT                     
MRCAR              0001    $CHAR1.  00107    00107   Character    M_ED_MR_DEGREE_REAS_BEGIN_CAREER                  
MRCHG              0001    $CHAR1.  00108    00108   Character    M_ED_MR_DEGREE_REAS_CHG_FLD                       
MRDG               0001    $CHAR1.  00109    00109   Character    M_ED_MR_DEGREE_TYPE                               
MRINT              0001    $CHAR1.  00110    00110   Character    M_ED_MR_DEGREE_REAS_PERSONL                       
MRLIC              0001    $CHAR1.  00111    00111   Character    M_ED_MR_DEGREE_REAS_LICENSING                     
MROTP              0001    $CHAR1.  00112    00112   Character    M_ED_MR_DEGREE_REAS_OTHR_PUB                      
MRSKL              0001    $CHAR1.  00113    00113   Character    M_ED_MR_DEGREE_REAS_ACQ_SKILL                     
NBAMEDP            0006    $CHAR6.  00114    00119   Character    J_ED_BA_MAJOR_ED_CAT_PUB_NEW                      
NBAMEMG            0001    $CHAR1.  00120    00120   Character    J_ED_BA_MAJOR_ED_GROUP_MAJOR_NEW                  
NDGMEDP            0006    $CHAR6.  00121    00126   Character    O_ED_HD_MAJOR_ED_CAT_PUB_NEW                      
NDGMEMG            0001    $CHAR1.  00127    00127   Character    O_ED_HD_MAJOR_ED_GRP_MAJOR_NEW                    
NEWBUS             0001    $CHAR1.  00128    00128   Character    E_JOB_EMPLR_NEW_BUSINESS                          
NMRMEDP            0006    $CHAR6.  00129    00134   Character    M_ED_MR_MAJOR_ED_CAT_PUB_NEW                      
NMRMEMG            0001    $CHAR1.  00135    00135   Character    M_ED_MR_MAJOR_ED_GRP_MAJOR_NEW                    
NOCMLST            0001    $CHAR1.  00136    00136   Character    C_JOB_LAST_OCC_GRP_MAJOR_NEW                      
NOCPRMG            0001    $CHAR1.  00137    00137   Character    B_JOB_OCC_GRP_MAJOR_NEW                           
NOCPRPB            0006    $CHAR6.  00138    00143   Character    B_JOB_CAT_PUB_NEW                                 
NRCHG              0001    $CHAR1.  00144    00144   Character    B_JOB_OUTSIDE_FLD_REAS_CAREER_CHG                 
NRCON              0001    $CHAR1.  00145    00145   Character    B_JOB_OUTSIDE_FLD_REAS_WRKNG_CONDS                
NRFAM              0001    $CHAR1.  00146    00146   Character    B_JOB_OUTSIDE_FLD_REAS_FAMILY                     
NRLOC              0001    $CHAR1.  00147    00147   Character    B_JOB_OUTSIDE_FLD_REAS_LOC                        
NROCNA             0001    $CHAR1.  00148    00148   Character    B_JOB_OUTSIDE_FLD_REAS_JOB_NOT_AVAIL              
NROT               0001    $CHAR1.  00149    00149   Character    B_JOB_OUTSIDE_FLD_REAS_OTHR                       
NRPAY              0001    $CHAR1.  00150    00150   Character    B_JOB_OUTSIDE_FLD_REAS_PAY_OR_PROMOT              
NRREA              0001    $CHAR1.  00151    00151   Character    B_JOB_OUTSIDE_FLD_REASON_PRIMRY                   
NRSEC              0001    $CHAR1.  00152    00152   Character    B_JOB_OUTSIDE_FLD_REASON_SECOND                   
NWFAM              0001    $CHAR1.  00153    00153   Character    A_JOB_NOT_WRKNG_REAS_FAMILY                       
NWLAY              0001    $CHAR1.  00154    00154   Character    A_JOB_NOT_WRKNG_REAS_LAYOFF                       
NWNOND             0001    $CHAR1.  00155    00155   Character    A_JOB_NOT_WRKNG_REAS_NO_NEED                      
NWOCNA             0001    $CHAR1.  00156    00156   Character    A_JOB_NOT_WRKNG_REAS_JOB_NOT_AVAIL                
NWOTP              0001    $CHAR1.  00157    00157   Character    A_JOB_NOT_WRKNG_REAS_OTHR_PUB                     
NWSTU              0001    $CHAR1.  00158    00158   Character    A_JOB_NOT_WRKNG_REAS_STUDENT                      
OCEDRLP            0001    $CHAR1.  00159    00159   Character    B_JOB_RELTD_TO_DEGREE                             
PAPERSP            0004    4.0      00160    00163   Numeric      F_JOB_PAPERS_PRESENTED_PUB                        
PRMBRPB            0003    3.0      00164    00166   Numeric      D_JOB_PROF_ASSOC_MEMBRSHPS_NBR_PUB                
PROMTGI            0001    $CHAR1.  00167    00167   Character    D_JOB_PROF_ASSOC_ATTEND_MTNGS_IND                 
PTFAM              0001    $CHAR1.  00168    00168   Character    C_JOB_PT_REAS_FAMILY                              
PTNOND             0001    $CHAR1.  00169    00169   Character    C_JOB_PT_REAS_NO_NEED                             
PTOCNA             0001    $CHAR1.  00170    00170   Character    C_JOB_PT_REAS_JOB_NOT_AVAIL                       
PTOTP              0001    $CHAR1.  00171    00171   Character    C_JOB_PT_REAS_OTHR_PUB                            
PTWTFT             0001    $CHAR1.  00172    00172   Character    A_JOB_PT_WANT_FULL_TIME                           
RACETHMP           0001    $CHAR1.  00173    00173   Character    U_DEM_MULTIPLE_RACE_ETHNICITY_CAT_PUB             
REFID              0009    $CHAR9.  00174    00182   Character    Z_REFERENCE_ID_NUMBER                             
REFYR              0005    5.0      00183    00187   Numeric      Z_SURVEY_YEAR                                     
SALARP             0007    7.0      00188    00194   Numeric      H_JOB_SALARY_ANN_PUB                              
SRVMODE            0001    $CHAR1.  00195    00195   Character    Z_SURVEY_MODE                                     
SUPWK              0001    $CHAR1.  00196    00196   Character    F_JOB_SUPERVISE_WRK_IND                           
SURID              0001    $CHAR1.  00197    00197   Character    Z_SURVEY_IDENTIFIER                               
TCDGCMP            0001    $CHAR1.  00198    00198   Character    N_ED_WORK_DEGREE_COMPLETED                        
WAACC              0001    $CHAR1.  00199    00199   Character    F_JOB_WRK_ACTVTY_ACCTNG                           
WAAPRSH            0001    $CHAR1.  00200    00200   Character    F_JOB_WRK_ACTVTY_APPLIED_RSCH                     
WABRSH             0001    $CHAR1.  00201    00201   Character    F_JOB_WRK_ACTVTY_BASIC_RSCH                       
WACOM              0001    $CHAR1.  00202    00202   Character    F_JOB_WRK_ACTVTY_COMPUTER                         
WADEV              0001    $CHAR1.  00203    00203   Character    F_JOB_WRK_ACTVTY_DEVELOPMT                        
WADSN              0001    $CHAR1.  00204    00204   Character    F_JOB_WRK_ACTVTY_DESIGN                           
WAEMRL             0001    $CHAR1.  00205    00205   Character    F_JOB_WRK_ACTVTY_PERSONNEL                        
WAMGMT             0001    $CHAR1.  00206    00206   Character    F_JOB_WRK_ACTVTY_MGT                              
WAOT               0001    $CHAR1.  00207    00207   Character    F_JOB_WRK_ACTVTY_OTHR                             
WAPRI              0002    $CHAR2.  00208    00209   Character    F_JOB_WRK_ACTIVITY_PRIMRY                         
WAPROD             0001    $CHAR1.  00210    00210   Character    F_JOB_WRK_ACTVTY_PRODUCTN                         
WAPRSM             0001    $CHAR1.  00211    00211   Character    F_JOB_WRK_ACTIVITY_PRIMRY_SUMRY                   
WAQM               0001    $CHAR1.  00212    00212   Character    F_JOB_WRK_ACTVTY_QUAL_MGT                         
WASALE             0001    $CHAR1.  00213    00213   Character    F_JOB_WRK_ACTVTY_SALES                            
WASCSM             0001    $CHAR1.  00214    00214   Character    F_JOB_WRK_ACTIVITY_SECONDARY_SUMRY                
WASEC              0002    $CHAR2.  00215    00216   Character    F_JOB_WRK_ACTIVITY_SECONDARY                      
WASVC              0001    $CHAR1.  00217    00217   Character    F_JOB_WRK_ACTVTY_PROF_SERV                        
WATEA              0001    $CHAR1.  00218    00218   Character    F_JOB_WRK_ACTVTY_TEACH                            
WKSWKP             0001    $CHAR1.  00219    00219   Character    B_PRINCIPAL_JOB_WEEKS_PUB                         
WKTRNI             0001    $CHAR1.  00220    00220   Character    G_JOB_TRAINING_WRK_RELTD_IND                      
WRKG               0001    $CHAR1.  00221    00221   Character    A_JOB_STATUS_EMPLOYED_IND                         
WRKGP              0001    $CHAR1.  00222    00222   Character    D_JOB_EMPLOYED_IND                                
WTAPRF             0001    $CHAR1.  00223    00223   Character    G_JOB_TRAINING_WRK_RELTD_GENL                     
WTMGT              0001    $CHAR1.  00224    00224   Character    G_JOB_TRAINING_WRK_RELTD_MGT                      
WTOT               0001    $CHAR1.  00225    00225   Character    G_JOB_TRAINING_WRK_RELTD_OTHR                     
WTRADV             0001    $CHAR1.  00226    00226   Character    G_JOB_TRAINING_REAS_ADVANCEMT                     
WTRCHG             0001    $CHAR1.  00227    00227   Character    G_JOB_TRAINING_REAS_CHG_OCCUPAT                   
WTREM              0001    $CHAR1.  00228    00228   Character    G_JOB_TRAINING_REAS_EMPLR_REQ                     
WTRLIC             0001    $CHAR1.  00229    00229   Character    G_JOB_TRAINING_REAS_LICENSING                     
WTRNEW             0001    $CHAR1.  00230    00230   Character    G_JOB_TRAINING_REAS_NEW_POS                       
WTROT              0001    $CHAR1.  00231    00231   Character    G_JOB_TRAINING_REAS_OTHR                          
WTRSKL             0001    $CHAR1.  00232    00232   Character    G_JOB_TRAINING_REAS_ACQ_SKILL                     
WTRSN              0001    $CHAR1.  00233    00233   Character    G_JOB_TRAINING_REAS_PRIMRY                        
WTSURVY            0010    10.4     00234    00243   Numeric      Z_WEIGHTING_FACTOR_SURVEY                         
WTTECH             0001    $CHAR1.  00244    00244   Character    G_JOB_TRAINING_WRK_RELTD_TECHNCL                  
