Table A-5,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
01.8301,Veterinary/ Animal Health Technology and Veterinary Assistant,Agricultural sciences and natural resources,"Agricultural, animal, plant, and veterinary sciences",Veterinary biomedical and clinical sciences
01.8399,"Veterinary/ Animal Health Technologies, Other",Agricultural sciences and natural resources,"Agricultural, animal, plant, and veterinary sciences",Veterinary biomedical and clinical sciences
01.0000,"Agriculture, General",Agricultural sciences and natural resources,"Agricultural, animal, plant, and veterinary sciences","Agricultural, animal, plant, and veterinary sciences nec"
01.0101,"Agricultural Business and Management, General",Agricultural sciences and natural resources,"Agricultural, animal, plant, and veterinary sciences","Agricultural, animal, plant, and veterinary sciences nec"
01.0102,Agribusiness/ Agricultural Business Operations,Agricultural sciences and natural resources,"Agricultural, animal, plant, and veterinary sciences","Agricultural, animal, plant, and veterinary sciences nec"
01.0104,Farm/ Farm and Ranch Management,Agricultural sciences and natural resources,"Agricultural, animal, plant, and veterinary sciences","Agricultural, animal, plant, and veterinary sciences nec"
01.0105,Agricultural/ Farm Supplies Retailing and Wholesaling,Agricultural sciences and natural resources,"Agricultural, animal, plant, and veterinary sciences","Agricultural, animal, plant, and veterinary sciences nec"
01.0106,Agricultural Business Technology,Agricultural sciences and natural resources,"Agricultural, animal, plant, and veterinary sciences","Agricultural, animal, plant, and veterinary sciences nec"
01.0199,"Agricultural Business and Management, Other",Agricultural sciences and natural resources,"Agricultural, animal, plant, and veterinary sciences","Agricultural, animal, plant, and veterinary sciences nec"
01.0201,"Agricultural Mechanization, General",Agricultural sciences and natural resources,"Agricultural, animal, plant, and veterinary sciences","Agricultural, animal, plant, and veterinary sciences nec"
01.0204,Agricultural Power Machinery Operation,Agricultural sciences and natural resources,"Agricultural, animal, plant, and veterinary sciences","Agricultural, animal, plant, and veterinary sciences nec"
01.0205,Agricultural Mechanics and Equipment/ Machine Technology,Agricultural sciences and natural resources,"Agricultural, animal, plant, and veterinary sciences","Agricultural, animal, plant, and veterinary sciences nec"
01.0207,Irrigation Management Technology,Agricultural sciences and natural resources,"Agricultural, animal, plant, and veterinary sciences","Agricultural, animal, plant, and veterinary sciences nec"
01.0299,"Agricultural Mechanization, Other",Agricultural sciences and natural resources,"Agricultural, animal, plant, and veterinary sciences","Agricultural, animal, plant, and veterinary sciences nec"
01.0301,"Agricultural Production Operations, General",Agricultural sciences and natural resources,"Agricultural, animal, plant, and veterinary sciences","Agricultural, animal, plant, and veterinary sciences nec"
01.0302,Animal/ Livestock Husbandry and Production,Agricultural sciences and natural resources,"Agricultural, animal, plant, and veterinary sciences","Agricultural, animal, plant, and veterinary sciences nec"
01.0303,Aquaculture,Agricultural sciences and natural resources,"Agricultural, animal, plant, and veterinary sciences","Agricultural, animal, plant, and veterinary sciences nec"
01.0304,Crop Production,Agricultural sciences and natural resources,"Agricultural, animal, plant, and veterinary sciences","Agricultural, animal, plant, and veterinary sciences nec"
01.0306,Dairy Husbandry and Production,Agricultural sciences and natural resources,"Agricultural, animal, plant, and veterinary sciences","Agricultural, animal, plant, and veterinary sciences nec"
01.0307,Horse Husbandry/ Equine Science and Management,Agricultural sciences and natural resources,"Agricultural, animal, plant, and veterinary sciences","Agricultural, animal, plant, and veterinary sciences nec"
01.0308,Agroecology and Sustainable Agriculture,Agricultural sciences and natural resources,"Agricultural, animal, plant, and veterinary sciences","Agricultural, animal, plant, and veterinary sciences nec"
01.0310,Apiculture,Agricultural sciences and natural resources,"Agricultural, animal, plant, and veterinary sciences","Agricultural, animal, plant, and veterinary sciences nec"
01.0399,"Agricultural Production Operations, Other",Agricultural sciences and natural resources,"Agricultural, animal, plant, and veterinary sciences","Agricultural, animal, plant, and veterinary sciences nec"
01.0401,Agricultural and Food Products Processing,Agricultural sciences and natural resources,"Agricultural, animal, plant, and veterinary sciences","Agricultural, animal, plant, and veterinary sciences nec"
01.0601,"Applied Horticulture/ Horticulture Operations, General",Agricultural sciences and natural resources,"Agricultural, animal, plant, and veterinary sciences","Agricultural, animal, plant, and veterinary sciences nec"
01.0603,Ornamental Horticulture,Agricultural sciences and natural resources,"Agricultural, animal, plant, and veterinary sciences","Agricultural, animal, plant, and veterinary sciences nec"
01.0604,Greenhouse Operations and Management,Agricultural sciences and natural resources,"Agricultural, animal, plant, and veterinary sciences","Agricultural, animal, plant, and veterinary sciences nec"
01.0605,Landscaping and Groundskeeping,Agricultural sciences and natural resources,"Agricultural, animal, plant, and veterinary sciences","Agricultural, animal, plant, and veterinary sciences nec"
01.0606,Plant Nursery Operations and Management,Agricultural sciences and natural resources,"Agricultural, animal, plant, and veterinary sciences","Agricultural, animal, plant, and veterinary sciences nec"
01.0607,Turf and Turfgrass Management,Agricultural sciences and natural resources,"Agricultural, animal, plant, and veterinary sciences","Agricultural, animal, plant, and veterinary sciences nec"
01.0608,Floriculture/ Floristry Operations and Management,Agricultural sciences and natural resources,"Agricultural, animal, plant, and veterinary sciences","Agricultural, animal, plant, and veterinary sciences nec"
01.0609,Public Horticulture,Agricultural sciences and natural resources,"Agricultural, animal, plant, and veterinary sciences","Agricultural, animal, plant, and veterinary sciences nec"
01.0610,Urban and Community Horticulture,Agricultural sciences and natural resources,"Agricultural, animal, plant, and veterinary sciences","Agricultural, animal, plant, and veterinary sciences nec"
01.0699,"Applied Horticulture/ Horticultural Business Services, Other",Agricultural sciences and natural resources,"Agricultural, animal, plant, and veterinary sciences","Agricultural, animal, plant, and veterinary sciences nec"
01.0701,International Agriculture,Agricultural sciences and natural resources,"Agricultural, animal, plant, and veterinary sciences","Agricultural, animal, plant, and veterinary sciences nec"
01.0801,Agricultural and Extension Education Services,Agricultural sciences and natural resources,"Agricultural, animal, plant, and veterinary sciences","Agricultural, animal, plant, and veterinary sciences nec"
01.0802,Agricultural Communication/ Journalism,Agricultural sciences and natural resources,"Agricultural, animal, plant, and veterinary sciences","Agricultural, animal, plant, and veterinary sciences nec"
01.0899,"Agricultural Public Services, Other",Agricultural sciences and natural resources,"Agricultural, animal, plant, and veterinary sciences","Agricultural, animal, plant, and veterinary sciences nec"
01.9999,"Agricultural/ Animal/ Plant/ Veterinary Science and Related Fields, Other",Agricultural sciences and natural resources,"Agricultural, animal, plant, and veterinary sciences","Agricultural, animal, plant, and veterinary sciences nec"
03.0104,Environmental Science,Agricultural sciences and natural resources,Natural resources and conservation,Environmental science
03.0201,"Environmental/ Natural Resources Management and Policy, General",Agricultural sciences and natural resources,Natural resources and conservation,Environmental/ natural resources management and policy
03.0205,"Water, Wetlands, and Marine Resources Management",Agricultural sciences and natural resources,Natural resources and conservation,Environmental/ natural resources management and policy
03.0206,Land Use Planning and Management/ Development,Agricultural sciences and natural resources,Natural resources and conservation,Environmental/ natural resources management and policy
03.0207,Environmental/ Natural Resource Recreation and Tourism,Agricultural sciences and natural resources,Natural resources and conservation,Environmental/ natural resources management and policy
03.0208,Environmental/ Natural Resources Law Enforcement and Protective Services,Agricultural sciences and natural resources,Natural resources and conservation,Environmental/ natural resources management and policy
03.0209,Energy and Environmental Policy,Agricultural sciences and natural resources,Natural resources and conservation,Environmental/ natural resources management and policy
03.0210,Bioenergy,Agricultural sciences and natural resources,Natural resources and conservation,Environmental/ natural resources management and policy
03.0299,"Environmental/ Natural Resources Management and Policy, Other",Agricultural sciences and natural resources,Natural resources and conservation,Environmental/ natural resources management and policy
03.0501,"Forestry, General",Agricultural sciences and natural resources,Natural resources and conservation,Forestry
03.0502,Forest Sciences and Biology,Agricultural sciences and natural resources,Natural resources and conservation,Forestry
03.0506,Forest Management/ Forest Resources Management,Agricultural sciences and natural resources,Natural resources and conservation,Forestry
03.0508,Urban Forestry,Agricultural sciences and natural resources,Natural resources and conservation,Forestry
03.0509,Wood Science and Wood Products/ Pulp and Paper Technology,Agricultural sciences and natural resources,Natural resources and conservation,Forestry
03.0510,Forest Resources Production and Management,Agricultural sciences and natural resources,Natural resources and conservation,Forestry
03.0511,Forest Technology,Agricultural sciences and natural resources,Natural resources and conservation,Forestry
03.0599,"Forestry, Other",Agricultural sciences and natural resources,Natural resources and conservation,Forestry
03.0101,"Natural Resources/ Conservation, General",Agricultural sciences and natural resources,Natural resources and conservation,Natural resources conservation and research
03.0103,Environmental Studies,Agricultural sciences and natural resources,Natural resources and conservation,Natural resources conservation and research
03.0199,"Natural Resources Conservation and Research, Other",Agricultural sciences and natural resources,Natural resources and conservation,Natural resources conservation and research
03.0301,Fishing and Fisheries Sciences and Management,Agricultural sciences and natural resources,Natural resources and conservation,Natural resources and conservation nec
03.0601,"Wildlife, Fish and Wildlands Science and Management",Agricultural sciences and natural resources,Natural resources and conservation,Natural resources and conservation nec
03.9999,"Natural Resources and Conservation, Other",Agricultural sciences and natural resources,Natural resources and conservation,Natural resources and conservation nec
26.0202,Biochemistry,Biological and biomedical sciences,"Biochemistry, biophysics, and molecular biology",Biochemistry
26.0210,Biochemistry and Molecular Biology,Biological and biomedical sciences,"Biochemistry, biophysics, and molecular biology",Biochemistry and molecular biology
26.0203,Biophysics (BIOLOGY),Biological and biomedical sciences,"Biochemistry, biophysics, and molecular biology",Biophysics
26.0203b,Biophysics (PHYSICS),Biological and biomedical sciences,"Biochemistry, biophysics, and molecular biology",Biophysics
26.0206,Molecular Biophysics,Biological and biomedical sciences,"Biochemistry, biophysics, and molecular biology",Biophysics
26.0204,Molecular Biology,Biological and biomedical sciences,"Biochemistry, biophysics, and molecular biology",Molecular biology
26.0205,Molecular Biochemistry,Biological and biomedical sciences,"Biochemistry, biophysics, and molecular biology","Biochemistry, biophysics, and molecular biology nec"
26.0207,Structural Biology,Biological and biomedical sciences,"Biochemistry, biophysics, and molecular biology","Biochemistry, biophysics, and molecular biology nec"
26.0208,Photobiology,Biological and biomedical sciences,"Biochemistry, biophysics, and molecular biology","Biochemistry, biophysics, and molecular biology nec"
26.0209,Radiation Biology/ Radiobiology,Biological and biomedical sciences,"Biochemistry, biophysics, and molecular biology","Biochemistry, biophysics, and molecular biology nec"
26.0299,"Biochemistry, Biophysics and Molecular Biology, Other",Biological and biomedical sciences,"Biochemistry, biophysics, and molecular biology","Biochemistry, biophysics, and molecular biology nec"
26.1103,Bioinformatics,Biological and biomedical sciences,"Bioinformatics, biostatistics, and computational biology",Bioinformatics
26.1102,Biostatistics,Biological and biomedical sciences,"Bioinformatics, biostatistics, and computational biology",Biostatistics
26.1104,Computational Biology,Biological and biomedical sciences,"Bioinformatics, biostatistics, and computational biology",Computational biology
26.1101,Biometry/ Biometrics,Biological and biomedical sciences,"Bioinformatics, biostatistics, and computational biology","Bioinformatics, biostatistics, and computational biology nec"
26.1199,"Biomathematics, Bioinformatics, and Computational Biology, Other",Biological and biomedical sciences,"Bioinformatics, biostatistics, and computational biology","Bioinformatics, biostatistics, and computational biology nec"
26.0101,"Biology/ Biological Sciences, General",Biological and biomedical sciences,"Biological and biomedical sciences, general","Biology/ biological sciences, general"
26.0101b,"Integrative/ Interdisciplinary Biology, Biosciences, and Biomedical Sciences",Biological and biomedical sciences,"Biological and biomedical sciences, general","Biology/ biological sciences, general"
26.0102,"Biomedical Sciences, General",Biological and biomedical sciences,"Biological and biomedical sciences, general","Biomedical sciences, general"
26.0406,Cell/ Cellular and Molecular Biology,Biological and biomedical sciences,Cell/ cellular biology and anatomy,Cell/ cellular and molecular biology
26.0404,Developmental Biology and Embryology,Biological and biomedical sciences,Cell/ cellular biology and anatomy,Developmental biology and embryology
26.0401,Cell/ Cellular Biology and Histology,Biological and biomedical sciences,Cell/ cellular biology and anatomy,Cell/ cellular biology and anatomy nec
26.0403,Anatomy,Biological and biomedical sciences,Cell/ cellular biology and anatomy,Cell/ cellular biology and anatomy nec
26.0407,Cell Biology and Anatomy,Biological and biomedical sciences,Cell/ cellular biology and anatomy,Cell/ cellular biology and anatomy nec
26.0499,"Cell/ Cellular Biology and Anatomical Sciences, Other",Biological and biomedical sciences,Cell/ cellular biology and anatomy,Cell/ cellular biology and anatomy nec
26.1301,Ecology,Biological and biomedical sciences,"Ecology, evolutionary biology, and epidemiology",Ecology
26.1310,Ecology and Evolutionary Biology,Biological and biomedical sciences,"Ecology, evolutionary biology, and epidemiology",Ecology and evolutionary biology
26.1399b,"Ecology, Evolution, and Behavior",Biological and biomedical sciences,"Ecology, evolutionary biology, and epidemiology",Ecology and evolutionary biology
26.1309,Epidemiology,Biological and biomedical sciences,"Ecology, evolutionary biology, and epidemiology",Epidemiology
26.1311,Epidemiology and Biostatistics,Biological and biomedical sciences,"Ecology, evolutionary biology, and epidemiology",Epidemiology and biostatistics
26.1303,Evolutionary Biology,Biological and biomedical sciences,"Ecology, evolutionary biology, and epidemiology",Evolutionary biology
26.1304,Aquatic Biology/ Limnology,Biological and biomedical sciences,"Ecology, evolutionary biology, and epidemiology","Ecology, evolutionary biology, and epidemiology nec"
26.1305,Environmental Biology,Biological and biomedical sciences,"Ecology, evolutionary biology, and epidemiology","Ecology, evolutionary biology, and epidemiology nec"
26.1306,Population Biology,Biological and biomedical sciences,"Ecology, evolutionary biology, and epidemiology","Ecology, evolutionary biology, and epidemiology nec"
26.1307,Conservation Biology,Biological and biomedical sciences,"Ecology, evolutionary biology, and epidemiology","Ecology, evolutionary biology, and epidemiology nec"
26.1308,Systematic Biology/ Biological Systematics,Biological and biomedical sciences,"Ecology, evolutionary biology, and epidemiology","Ecology, evolutionary biology, and epidemiology nec"
26.1399,"Ecology, Evolution, Systematics and Population Biology, Other",Biological and biomedical sciences,"Ecology, evolutionary biology, and epidemiology","Ecology, evolutionary biology, and epidemiology nec"
26.0801,"Genetics, General",Biological and biomedical sciences,Genetics and genomics,"Genetics, general"
26.0807,Genome Sciences/ Genomics,Biological and biomedical sciences,Genetics and genomics,Genome sciences and genomics
26.0806,Human/ Medical Genetics,Biological and biomedical sciences,Genetics and genomics,Human/ medical genetics
26.0802,Molecular Genetics,Biological and biomedical sciences,Genetics and genomics,Molecular genetics
26.0803,Microbial and Eukaryotic Genetics,Biological and biomedical sciences,Genetics and genomics,Genetics and genomics nec
26.0804,Animal Genetics,Biological and biomedical sciences,Genetics and genomics,Genetics and genomics nec
26.0805,Plant Genetics,Biological and biomedical sciences,Genetics and genomics,Genetics and genomics nec
26.0899,"Genetics, Other",Biological and biomedical sciences,Genetics and genomics,Genetics and genomics nec
26.0507,Immunology,Biological and biomedical sciences,Microbiology and immunology,Immunology
26.0508,Microbiology and Immunology,Biological and biomedical sciences,Microbiology and immunology,Microbiology and immunology
26.0502,"Microbiology, General",Biological and biomedical sciences,Microbiology and immunology,"Microbiology, general"
26.0504,Virology,Biological and biomedical sciences,Microbiology and immunology,Virology
26.0503,Medical Microbiology and Bacteriology,Biological and biomedical sciences,Microbiology and immunology,Microbiology and immunology nec
26.0505,Parasitology,Biological and biomedical sciences,Microbiology and immunology,Microbiology and immunology nec
26.0506,Mycology,Biological and biomedical sciences,Microbiology and immunology,Microbiology and immunology nec
26.0509,Infectious Disease and Global Health,Biological and biomedical sciences,Microbiology and immunology,Microbiology and immunology nec
26.0599,"Microbiological Sciences and Immunology, Other",Biological and biomedical sciences,Microbiology and immunology,Microbiology and immunology nec
26.1599b,Cognitive Neuroscience,Biological and biomedical sciences,Neurobiology and neurosciences,Cognitive neuroscience
26.1503,Neurobiology and Anatomy,Biological and biomedical sciences,Neurobiology and neurosciences,Neurobiology
26.1504,Neurobiology and Behavior,Biological and biomedical sciences,Neurobiology and neurosciences,Neurobiology
26.1501,Neuroscience,Biological and biomedical sciences,Neurobiology and neurosciences,Neuroscience
26.1502,Neuroanatomy,Biological and biomedical sciences,Neurobiology and neurosciences,Neurobiology and neurosciences nec
26.1599,"Neurobiology and Neurosciences, Other",Biological and biomedical sciences,Neurobiology and neurosciences,Neurobiology and neurosciences nec
26.1599c,Computational Neuroscience,Biological and biomedical sciences,Neurobiology and neurosciences,Neurobiology and neurosciences nec
26.1001,Pharmacology,Biological and biomedical sciences,Pharmacology and toxicology,Pharmacology
26.1004,Toxicology,Biological and biomedical sciences,Pharmacology and toxicology,Toxicology
26.1005,Molecular Toxicology,Biological and biomedical sciences,Pharmacology and toxicology,Toxicology
26.1006,Environmental Toxicology,Biological and biomedical sciences,Pharmacology and toxicology,Toxicology
26.1002,Molecular Pharmacology,Biological and biomedical sciences,Pharmacology and toxicology,Pharmacology and toxicology nec
26.1003,Neuropharmacology,Biological and biomedical sciences,Pharmacology and toxicology,Pharmacology and toxicology nec
26.1007,Pharmacology and Toxicology,Biological and biomedical sciences,Pharmacology and toxicology,Pharmacology and toxicology nec
26.1099,"Pharmacology and Toxicology, Other",Biological and biomedical sciences,Pharmacology and toxicology,Pharmacology and toxicology nec
26.0913,Biomechanics,Biological and biomedical sciences,"Physiology, oncology, and cancer biology",Biomechanics
26.0908,Exercise Physiology and Kinesiology,Biological and biomedical sciences,"Physiology, oncology, and cancer biology",Exercise physiology and kinesiology
26.0911,Oncology and Cancer Biology,Biological and biomedical sciences,"Physiology, oncology, and cancer biology",Oncology and cancer biology
26.0901,"Physiology, General",Biological and biomedical sciences,"Physiology, oncology, and cancer biology","Physiology, general"
26.0902,Molecular Physiology,Biological and biomedical sciences,"Physiology, oncology, and cancer biology","Physiology, oncology, and cancer biology nec"
26.0903,Cell Physiology,Biological and biomedical sciences,"Physiology, oncology, and cancer biology","Physiology, oncology, and cancer biology nec"
26.0904,Endocrinology,Biological and biomedical sciences,"Physiology, oncology, and cancer biology","Physiology, oncology, and cancer biology nec"
26.0905,Reproductive Biology,Biological and biomedical sciences,"Physiology, oncology, and cancer biology","Physiology, oncology, and cancer biology nec"
26.0907,Cardiovascular Science,Biological and biomedical sciences,"Physiology, oncology, and cancer biology","Physiology, oncology, and cancer biology nec"
26.0909,Vision Science/ Physiological Optics,Biological and biomedical sciences,"Physiology, oncology, and cancer biology","Physiology, oncology, and cancer biology nec"
26.0910,Pathology/ Experimental Pathology,Biological and biomedical sciences,"Physiology, oncology, and cancer biology","Physiology, oncology, and cancer biology nec"
26.0912,Aerospace Physiology and Medicine,Biological and biomedical sciences,"Physiology, oncology, and cancer biology","Physiology, oncology, and cancer biology nec"
26.0999,"Physiology, Pathology, and Related Sciences, Other",Biological and biomedical sciences,"Physiology, oncology, and cancer biology","Physiology, oncology, and cancer biology nec"
26.0999b,Pathobiology/ Integrative Pathobiology,Biological and biomedical sciences,"Physiology, oncology, and cancer biology","Physiology, oncology, and cancer biology nec"
26.0301,Botany/ Plant Biology,Biological and biomedical sciences,"Biological and biomedical sciences, other",Botany and plant biology
26.0702,Entomology,Biological and biomedical sciences,"Biological and biomedical sciences, other",Entomology
26.0702b,Nematology,Biological and biomedical sciences,"Biological and biomedical sciences, other",Entomology
26.0702c,Entomology and Nematology,Biological and biomedical sciences,"Biological and biomedical sciences, other",Entomology
26.0305,Plant Pathology/ Phytopathology (BIOLOGY),Biological and biomedical sciences,"Biological and biomedical sciences, other",Plant pathology and phytopathology
26.0305b,Plant Pathology/ Phytopathology (AGRICULTURAL SCIENCES),Biological and biomedical sciences,"Biological and biomedical sciences, other",Plant pathology and phytopathology
26.0307,Plant Physiology,Biological and biomedical sciences,"Biological and biomedical sciences, other",Plant physiology and biology nec
26.0308,Plant Molecular Biology,Biological and biomedical sciences,"Biological and biomedical sciences, other",Plant physiology and biology nec
26.0399,"Botany/ Plant Biology, Other",Biological and biomedical sciences,"Biological and biomedical sciences, other",Plant physiology and biology nec
26.0701,Zoology/ Animal Biology,Biological and biomedical sciences,"Biological and biomedical sciences, other",Zoology and animal biology
26.0707,Animal Physiology,Biological and biomedical sciences,"Biological and biomedical sciences, other",Zoology and animal biology
26.0708,Animal Behavior and Ethology,Biological and biomedical sciences,"Biological and biomedical sciences, other",Zoology and animal biology
26.0709,Wildlife Biology,Biological and biomedical sciences,"Biological and biomedical sciences, other",Zoology and animal biology
26.0799,"Zoology/ Animal Biology, Other",Biological and biomedical sciences,"Biological and biomedical sciences, other",Zoology and animal biology
26.1201,Biotechnology,Biological and biomedical sciences,"Biological and biomedical sciences, other",Biological and biomedical sciences nec
26.1401,Molecular Medicine,Biological and biomedical sciences,"Biological and biomedical sciences, other",Biological and biomedical sciences nec
26.9999,"Biological and Biomedical Sciences, Other",Biological and biomedical sciences,"Biological and biomedical sciences, other",Biological and biomedical sciences nec
11.0701,Computer Science,Computer and information sciences,Computer science,Computer science
11.0701b,Computing Theory and Practice (COMPUTER SCIENCE),Computer and information sciences,Computer science,Computer science
11.0701c,Computing Theory and Practice (MATHEMATICS),Computer and information sciences,Computer science,Computer science
11.0102,Artificial Intelligence,Computer and information sciences,"Computer and information sciences, other",Artificial intelligence
11.0101,"Computer and Information Sciences, General",Computer and information sciences,"Computer and information sciences, other","Computer and information sciences, general"
11.0901,Computer Systems Networking and Telecommunications,Computer and information sciences,"Computer and information sciences, other",Computer systems networking and telecommunications
11.0902,Cloud Computing,Computer and information sciences,"Computer and information sciences, other",Computer systems networking and telecommunications
11.0999,"Computer Systems Networking and Telecommunications, Other",Computer and information sciences,"Computer and information sciences, other",Computer systems networking and telecommunications
11.1001,Network and System Administration/ Administrator,Computer and information sciences,"Computer and information sciences, other",Computer systems networking and telecommunications
11.1002,"System, Networking, and LAN/ WAN Management/ Manager",Computer and information sciences,"Computer and information sciences, other",Computer systems networking and telecommunications
11.1003,Computer and Information Systems Security/ Auditing/ Information Assurance,Computer and information sciences,"Computer and information sciences, other",Computer systems networking and telecommunications
11.1004,Web/ Multimedia Management and Webmaster,Computer and information sciences,"Computer and information sciences, other",Computer systems networking and telecommunications
11.1005,Information Technology Project Management,Computer and information sciences,"Computer and information sciences, other",Computer systems networking and telecommunications
11.1006,Computer Support Specialist,Computer and information sciences,"Computer and information sciences, other",Computer systems networking and telecommunications
11.1099,"Computer/ Information Technology Services Administration and Management, Other",Computer and information sciences,"Computer and information sciences, other",Computer systems networking and telecommunications
11.0103,Information Technology,Computer and information sciences,"Computer and information sciences, other",Informatics and information technology
11.0104,Informatics,Computer and information sciences,"Computer and information sciences, other",Informatics and information technology
11.0105,Human-Centered Technology Design,Computer and information sciences,"Computer and information sciences, other",Informatics and information technology
11.0401,Information Science/ Studies,Computer and information sciences,"Computer and information sciences, other",Information sciences/ studies
