SESTAT DATA DICTIONARY/FILE LAYOUT FOR EPSD15.DAT

SAS NAME          LENGTH   FORMAT   START    END     TYPE         LABEL
CTZUS              0001    $CHAR1.  00064    00064   Character    V_DEM_US_CITIZENSHIP_STATUS
CTZUSIN            0001    $CHAR1.  00065    00065   Character    V_DEM_CITIZENSHIP_US_CITIZEN
D25YRP             0006    6.0      00066    00071   Numeric      P_ED_2ND_HD_DEGREE_AWARD_YR_5_YR_GROUPING_PUB
D2DG               0001    $CHAR1.  00072    00072   Character    P_ED_2ND_HD_DEGREE_TYPE
D2DGRUS            0001    $CHAR1.  00073    00073   Character    P_ED_2ND_HD_SCHOOL_REGION_US_NONUS
D2PBPR             0001    $CHAR1.  00074    00074   Character    P_ED_2ND_HD_SCHOOL_PUB_OR_PRIV
D2RGNP             0002    $CHAR2.  00075    00076   Character    P_ED_2ND_HD_SCHOOL_REGION_PUB
D35YRP             0006    6.0      00077    00082   Numeric      Q_ED_3RD_HD_DEGREE_AWARD_YR_5_YR_GROUPING_PUB
D3DG               0001    $CHAR1.  00083    00083   Character    Q_ED_3RD_HD_DEGREE_TYPE
D3DGRUS            0001    $CHAR1.  00084    00084   Character    Q_ED_3RD_HD_SCHOOL_REGION_US_NONUS
D3PBPR             0001    $CHAR1.  00085    00085   Character    Q_ED_3RD_HD_SCHOOL_PUB_OR_PRIV
D3RGNP             0002    $CHAR2.  00086    00087   Character    Q_ED_3RD_HD_SCHOOL_REGION_PUB
DIFAGEGR           0003    3.0      00088    00090   Numeric      X_DEM_DISABLE_EARLIEST_AGE_5_YR_GROUPING
DIFBIR             0001    $CHAR1.  00091    00091   Character    X_DEM_DISABLE_SINCE_BIRTH
DIFNO              0001    $CHAR1.  00092    00092   Character    X_DEM_DISABLE_NONE_IND
EARNP              0009    9.0      00093    00101   Numeric      H_JOB_TOTAL_INCOME_PUB
EDDAD              0001    $CHAR1.  00102    00102   Character    W_DEM_PARENT_FATHERS_ED_LEVEL
EDMOM              0001    $CHAR1.  00103    00103   Character    W_DEM_PARENT_MOTHERS_ED_LEVEL
EDTP               0001    $CHAR1.  00104    00104   Character    E_JOB_EMPLR_EDUC_INST_TYPE
EMED               0001    $CHAR1.  00105    00105   Character    E_JOB_EMPLR_EDUC_INST_IND
EMRGP              0002    $CHAR2.  00106    00107   Character    E_JOB_EMPLR_LOC_REGION_PUB
EMSECDT            0002    $CHAR2.  00108    00109   Character    E_JOB_EMPLR_SECTOR_CD
EMSECSM            0001    $CHAR1.  00110    00110   Character    E_JOB_EMPLR_SECTOR_CD_SUMRY
EMSIZE             0001    $CHAR1.  00111    00111   Character    E_JOB_EMPLR_SIZE
EMSMI              0001    $CHAR1.  00112    00112   Character    D_JOB_SAME_EMPLOYER_JOB
EMTPP              0002    $CHAR2.  00113    00114   Character    E_JOB_EMPLR_TYPE_PUB
EMUS               0002    $CHAR2.  00115    00116   Character    E_JOB_EMPLR_LOC_REGION_US_NONUS
FACADV             0001    $CHAR1.  00117    00117   Character    F_JOB_IMPORTANCE_ADVANCEMENT
FACBEN             0001    $CHAR1.  00118    00118   Character    F_JOB_IMPORTANCE_BENEFITS
FACCHAL            0001    $CHAR1.  00119    00119   Character    F_JOB_IMPORTANCE_CHALLENGE
FACIND             0001    $CHAR1.  00120    00120   Character    F_JOB_IMPORTANCE_INDEPENDENCE
FACLOC             0001    $CHAR1.  00121    00121   Character    F_JOB_IMPORTANCE_LOCATION
FACRANK            0001    $CHAR1.  00122    00122   Character    E_JOB_EMPLR_EDUC_INST_FACULTY_RANK
FACRESP            0001    $CHAR1.  00123    00123   Character    F_JOB_IMPORTANCE_RESPONSIBILITY
FACSAL             0001    $CHAR1.  00124    00124   Character    F_JOB_IMPORTANCE_SALARY
FACSEC             0001    $CHAR1.  00125    00125   Character    F_JOB_IMPORTANCE_SECURITY
FACSOC             0001    $CHAR1.  00126    00126   Character    F_JOB_IMPORTANCE_SOCIETY
FNINUS             0001    $CHAR1.  00127    00127   Character    V_LIVE_WORK_IN_US_ON_REF_DATE
FSDED              0001    $CHAR1.  00128    00128   Character    I_JOB_GOV_AGCY_SUPP_EDUC
FSDK               0001    $CHAR1.  00129    00129   Character    I_JOB_GOV_AGCY_SUPPORT_DONT_KNOW
FSDOD              0001    $CHAR1.  00130    00130   Character    I_JOB_GOV_AGCY_SUPP_DEFENSE
FSDOE              0001    $CHAR1.  00131    00131   Character    I_JOB_GOV_AGCY_SUPP_ENERGY
FSHHS              0001    $CHAR1.  00132    00132   Character    I_JOB_GOV_AGCY_SUPP_HHS
FSNASA             0001    $CHAR1.  00133    00133   Character    I_JOB_GOV_AGCY_SUPP_NASA
FSNIH              0001    $CHAR1.  00134    00134   Character    I_JOB_GOV_AGCY_SUPP_NIH
FSNSF              0001    $CHAR1.  00135    00135   Character    I_JOB_GOV_AGCY_SUPP_NSF
FSOT               0001    $CHAR1.  00136    00136   Character    I_JOB_GOV_AGCY_SUPP_OTHR
FTPRET             0001    $CHAR1.  00137    00137   Character    B_JOB_RETIRED_PREVLY_IND
GENDER             0001    $CHAR1.  00138    00138   Character    U_DEM_GENDER
GOVSUP             0001    $CHAR1.  00139    00139   Character    I_JOB_GOV_AGCY_SUPPORT_IND
HCAPIN             0001    $CHAR1.  00140    00140   Character    X_DEM_DISABLE_IND
HDAY5P             0006    6.0      00141    00146   Numeric      O_ED_HD_DEGREE_AWARD_YR_5_YR_GROUPING_PUB
HDDGRUS            0001    $CHAR1.  00147    00147   Character    O_ED_HD_SCHOOL_REGION_US_NONUS
HDPBPR             0001    $CHAR1.  00148    00148   Character    O_ED_HD_SCHOOL_PUB_OR_PRIV
HDRGNP             0002    $CHAR2.  00149    00150   Character    O_ED_HD_SCHOOL_REGION_PUB
HRSWKP             0004    4.0      00151    00154   Numeric      B_PRINCIPAL_JOB_WKLY_HRS_PUB
JOBINS             0001    $CHAR1.  00155    00155   Character    E_JOB_EMPLR_BENEFITS_HEALTHINS
JOBPENS            0001    $CHAR1.  00156    00156   Character    E_JOB_EMPLR_BENEFITS_PENSION
JOBPROFT           0001    $CHAR1.  00157    00157   Character    E_JOB_EMPLR_BENEFITS_PROFIT_SHARING
JOBSATIS           0001    $CHAR1.  00158    00158   Character    F_JOB_SATISFACTION_OVERALL
JOBVAC             0001    $CHAR1.  00159    00159   Character    E_JOB_EMPLR_BENEFITS_VACATION
LFSTAT             0001    $CHAR1.  00160    00160   Character    A_JOB_STATUS_LABOR_FORCE_STAT
LOOKWK             0001    $CHAR1.  00161    00161   Character    A_JOB_STATUS_LOOKING_FOR_WRK_IND
MARIND             0001    $CHAR1.  00162    00162   Character    W_DEM_MARITAL_STAT_MARRIED
MARSTA             0001    $CHAR1.  00163    00163   Character    W_DEM_MARITAL_STATUS
MGRNAT             0001    $CHAR1.  00164    00164   Character    F_JOB_MGR_TECH_EXPERTSE_PHYS_SCI
MGROTH             0001    $CHAR1.  00165    00165   Character    F_JOB_MGR_TECH_EXPERTSE_OTHER
MGRSOC             0001    $CHAR1.  00166    00166   Character    F_JOB_MGR_TECH_EXPERTSE_SOCIAL_SCI
MINRTY             0001    $CHAR1.  00167    00167   Character    U_DEM_RACE_MINORITY_IND
MR5YRP             0006    6.0      00168    00173   Numeric      M_ED_MR_DEGREE_AWARD_YR_5_YR_GROUPING_PUB
MRADV              0001    $CHAR1.  00174    00174   Character    M_ED_MR_DEGREE_REAS_ADVANCEMT
MRCAR              0001    $CHAR1.  00175    00175   Character    M_ED_MR_DEGREE_REAS_BEGIN_CAREER
MRCHG              0001    $CHAR1.  00176    00176   Character    M_ED_MR_DEGREE_REAS_CHG_FLD
MRDG               0001    $CHAR1.  00177    00177   Character    M_ED_MR_DEGREE_TYPE
MRDGRUS            0001    $CHAR1.  00178    00178   Character    M_ED_MR_SCHOOL_REGION_US_NONUS
MRINT              0001    $CHAR1.  00179    00179   Character    M_ED_MR_DEGREE_REAS_PERSONL
MRLIC              0001    $CHAR1.  00180    00180   Character    M_ED_MR_DEGREE_REAS_LICENSING
MROTP              0001    $CHAR1.  00181    00181   Character    M_ED_MR_DEGREE_REAS_OTHR_PUB
MRPBPR             0001    $CHAR1.  00182    00182   Character    M_ED_MR_SCHOOL_PUB_OR_PRIV
MRRGNP             0002    $CHAR2.  00183    00184   Character    M_ED_MR_SCHOOL_REGION_PUB
MRSKL              0001    $CHAR1.  00185    00185   Character    M_ED_MR_DEGREE_REAS_ACQ_SKILL
N2OCMLST           0001    $CHAR1.  00186    00186   Character    C_JOB_LAST_OCC_GRP_MAJOR_NEW2
N2OCPRMG           0001    $CHAR1.  00187    00187   Character    B_JOB_OCC_GRP_MAJOR_NEW2
N2OCPRNG           0002    $CHAR2.  00188    00189   Character    B_JOB_OCC_GRP_MINOR_NEW2
NACEDMG            0001    $CHAR1.  00190    00190   Character    N_ED_REF_WK_ENROLL_ED_CAT_MAJOR_NEW
NBAMEMG            0001    $CHAR1.  00191    00191   Character    J_ED_BA_MAJOR_ED_GROUP_MAJOR_NEW
NBAMENGP           0002    $CHAR2.  00192    00193   Character    J_ED_BA_MAJOR_ED_GROUP_MINOR_NEW_PUB
ND2MEMG            0001    $CHAR1.  00194    00194   Character    P_ED_2ND_HD_MAJOR_ED_GRP_MAJOR_NEW
ND3MEMG            0001    $CHAR1.  00195    00195   Character    Q_ED_3RD_HD_MAJOR_ED_GRP_MAJOR_NEW
NDGMEMG            0001    $CHAR1.  00196    00196   Character    O_ED_HD_MAJOR_ED_GRP_MAJOR_NEW
NDGMENGP           0002    $CHAR2.  00197    00198   Character    O_ED_HD_MAJOR_ED_GRP_MINOR_NEW_PUB
NEDTPP             0002    $CHAR2.  00199    00200   Character    E_JOB_EMPLR_NON_EDUC_INST_TYPE_PUB
NEWBUS             0001    $CHAR1.  00201    00201   Character    E_JOB_EMPLR_NEW_BUSINESS
NMRMEMG            0001    $CHAR1.  00202    00202   Character    M_ED_MR_MAJOR_ED_GRP_MAJOR_NEW
NMRMENGP           0002    $CHAR2.  00203    00204   Character    M_ED_MR_MAJOR_ED_GRP_MINOR_NEW_PUB
NRCHG              0001    $CHAR1.  00205    00205   Character    B_JOB_OUTSIDE_FLD_REAS_CAREER_CHG
NRCON              0001    $CHAR1.  00206    00206   Character    B_JOB_OUTSIDE_FLD_REAS_WRKNG_CONDS
NRFAM              0001    $CHAR1.  00207    00207   Character    B_JOB_OUTSIDE_FLD_REAS_FAMILY
NRLOC              0001    $CHAR1.  00208    00208   Character    B_JOB_OUTSIDE_FLD_REAS_LOC
NROCNA             0001    $CHAR1.  00209    00209   Character    B_JOB_OUTSIDE_FLD_REAS_JOB_NOT_AVAIL
NROT               0001    $CHAR1.  00210    00210   Character    B_JOB_OUTSIDE_FLD_REAS_OTHR
NRPAY              0001    $CHAR1.  00211    00211   Character    B_JOB_OUTSIDE_FLD_REAS_PAY_OR_PROMOT
NRREA              0001    $CHAR1.  00212    00212   Character    B_JOB_OUTSIDE_FLD_REASON_PRIMRY
NRSEC              0001    $CHAR1.  00213    00213   Character    B_JOB_OUTSIDE_FLD_REASON_SECOND
NSDRMEM            0001    $CHAR1.  00214    00214   Character    T_ED_USDOC_MAJOR_ED_GRP_MAJOR_NEW
NSDRMEN            0002    $CHAR2.  00215    00216   Character    T_ED_USDOC_MAJOR_ED_GRP_MINOR_NEW
NWFAM              0001    $CHAR1.  00217    00217   Character    A_JOB_NOT_WRKNG_REAS_FAMILY
NWLAY              0001    $CHAR1.  00218    00218   Character    A_JOB_NOT_WRKNG_REAS_LAYOFF
NWNOND             0001    $CHAR1.  00219    00219   Character    A_JOB_NOT_WRKNG_REAS_NO_NEED
NWOCNA             0001    $CHAR1.  00220    00220   Character    A_JOB_NOT_WRKNG_REAS_JOB_NOT_AVAIL
NWOTP              0001    $CHAR1.  00221    00221   Character    A_JOB_NOT_WRKNG_REAS_OTHR_PUB
NWSTU              0001    $CHAR1.  00222    00222   Character    A_JOB_NOT_WRKNG_REAS_STUDENT
OCEDRLP            0001    $CHAR1.  00223    00223   Character    B_JOB_RELTD_TO_DEGREE
PDEMPL             0001    $CHAR1.  00224    00224   Character    B_JOB_POSTDOC_REAS_NOEMPLOYMENT
PDEXPECT           0001    $CHAR1.  00225    00225   Character    B_JOB_POSTDOC_REAS_EXPECTED
PDIX               0001    $CHAR1.  00226    00226   Character    B_JOB_POSTDOC_APPT_IND
PDOTHER            0001    $CHAR1.  00227    00227   Character    B_JOB_POSTDOC_REAS_OTHER
PDPERPL            0001    $CHAR1.  00228    00228   Character    B_JOB_POSTDOC_REAS_PEOPLE
PDPRI              0001    $CHAR1.  00229    00229   Character    B_JOB_POSTDOC_REASON_PRIMARY
PDSEC              0001    $CHAR1.  00230    00230   Character    B_JOB_POSTDOC_REASON_SECONDARY
PDTRAIN            0001    $CHAR1.  00231    00231   Character    B_JOB_POSTDOC_REAS_TRAINING
PDTROUT            0001    $CHAR1.  00232    00232   Character    B_JOB_POSTDOC_REAS_OUTSIDE
PDUSFOR            0002    $CHAR2.  00233    00234   Character    B_POSTGRADUATION_LOCATION_DRF
PJFAM              0001    $CHAR1.  00235    00235   Character    F_JOB_PART_TIME_REAS_FAMILY
PJHAJ              0001    $CHAR1.  00236    00236   Character    F_JOB_PART_TIME_REAS_HOLD_ANOTHER_JOB
PJNOND             0001    $CHAR1.  00237    00237   Character    F_JOB_PART_TIME_REAS_NO_NEED
PJOCNA             0001    $CHAR1.  00238    00238   Character    F_JOB_PART_TIME_REAS_FT_JOB_NA
PJOT               0001    $CHAR1.  00239    00239   Character    F_JOB_PART_TIME_REAS_OTHR
PJRET              0001    $CHAR1.  00240    00240   Character    F_JOB_PART_TIME_REAS_RETIRED
PJSTU              0001    $CHAR1.  00241    00241   Character    F_JOB_PART_TIME_REAS_STUDENT
PJWTFT             0001    $CHAR1.  00242    00242   Character    F_JOB_PART_TIME_WANT_FULL_TIME
PRMBRPB            0004    4.0      00243    00246   Numeric      D_JOB_PROF_ASSOC_MEMBRSHPS_NBR_PUB
PROMTGI            0001    $CHAR1.  00247    00247   Character    D_JOB_PROF_ASSOC_ATTEND_MTNGS_IND
PUBPRI             0001    $CHAR1.  00248    00248   Character    E_JOB_EMPLR_EDUC_INST_PUB_OR_PRIV
RACETHMP           0001    $CHAR1.  00249    00249   Character    U_DEM_MULTIPLE_RACE_ETHNICITY_CAT_PUB
REFID              0009    $CHAR9.  00250    00258   Character    Z_REFERENCE_ID_NUMBER
REFYR              0005    5.0      00259    00263   Numeric      Z_SURVEY_YEAR
SALARYP            0009    9.0      00264    00272   Numeric      H_JOB_SALARY_ANN_PUB
SATADV             0001    $CHAR1.  00273    00273   Character    F_JOB_SATISFACTION_ADVANCEMENT
SATBEN             0001    $CHAR1.  00274    00274   Character    F_JOB_SATISFACTION_BENEFITS
SATCHAL            0001    $CHAR1.  00275    00275   Character    F_JOB_SATISFACTION_CHALLENGE
SATIND             0001    $CHAR1.  00276    00276   Character    F_JOB_SATISFACTION_INDEPENDENCE
SATLOC             0001    $CHAR1.  00277    00277   Character    F_JOB_SATISFACTION_LOCATION
SATRESP            0001    $CHAR1.  00278    00278   Character    F_JOB_SATISFACTION_RESPONSIBILITY
SATSAL             0001    $CHAR1.  00279    00279   Character    F_JOB_SATISFACTION_SALARY
SATSEC             0001    $CHAR1.  00280    00280   Character    F_JOB_SATISFACTION_SECURITY
SATSOC             0001    $CHAR1.  00281    00281   Character    F_JOB_SATISFACTION_SOCIETY
SDR5YRP            0006    6.0      00282    00287   Numeric      T_ED_USDOC_DEGREE_AWARD_YR_5_YR_GROUPING_PUB
SDRPBPR            0001    $CHAR1.  00288    00288   Character    T_ED_USDOC_SCHOOL_PUB_OR_PRIV
SDRRGNP            0002    $CHAR2.  00289    00290   Character    T_ED_USDOC_SCHOOL_REGION_PUB
SEH                0002    $CHAR2.  00291    00292   Character    T_ED_USDOC_SEH
SPNAT              0001    $CHAR1.  00293    00293   Character    W_DEM_SPOUSE_WORK_EXPERT_PHYS_SCI
SPOT               0001    $CHAR1.  00294    00294   Character    W_DEM_SPOUSE_WORK_EXPERT_OTHER
SPOWK              0001    $CHAR1.  00295    00295   Character    W_DEM_SPOUSE_WORKING_IND
SPSOC              0001    $CHAR1.  00296    00296   Character    W_DEM_SPOUSE_WORK_EXPERT_SOCIAL_SCI
SRVMODE            0001    $CHAR1.  00297    00297   Character    Z_SURVEY_MODE
SUPWK              0001    $CHAR1.  00298    00298   Character    F_JOB_SUPERVISE_WRK_IND
SURID              0002    2.0      00299    00300   Numeric      Z_SURVEY_IDENTIFIER
TCDGCMP            0001    $CHAR1.  00301    00301   Character    N_ED_WORK_DEGREE_COMPLETED
TENI               0001    $CHAR1.  00302    00302   Character    E_JOB_EMPLR_EDUC_INST_TENURE_STAT_IND
TENSTA             0001    $CHAR1.  00303    00303   Character    E_JOB_EMPLR_EDUC_INST_TENURE_STAT
WAACC              0001    $CHAR1.  00304    00304   Character    F_JOB_WRK_ACTVTY_ACCTNG
WAAPRSH            0001    $CHAR1.  00305    00305   Character    F_JOB_WRK_ACTVTY_APPLIED_RSCH
WABRSH             0001    $CHAR1.  00306    00306   Character    F_JOB_WRK_ACTVTY_BASIC_RSCH
WACOM              0001    $CHAR1.  00307    00307   Character    F_JOB_WRK_ACTVTY_COMPUTER
WADEV              0001    $CHAR1.  00308    00308   Character    F_JOB_WRK_ACTVTY_DEVELOPMT
WADSN              0001    $CHAR1.  00309    00309   Character    F_JOB_WRK_ACTVTY_DESIGN
WAEMRL             0001    $CHAR1.  00310    00310   Character    F_JOB_WRK_ACTVTY_PERSONNEL
WAMGMT             0001    $CHAR1.  00311    00311   Character    F_JOB_WRK_ACTVTY_MGT
WAOT               0001    $CHAR1.  00312    00312   Character    F_JOB_WRK_ACTVTY_OTHR
WAPRI              0002    $CHAR2.  00313    00314   Character    F_JOB_WRK_ACTIVITY_PRIMRY
WAPROD             0001    $CHAR1.  00315    00315   Character    F_JOB_WRK_ACTVTY_PRODUCTN
WAPRSM             0001    $CHAR1.  00316    00316   Character    F_JOB_WRK_ACTIVITY_PRIMRY_SUMRY
WAQM               0001    $CHAR1.  00317    00317   Character    F_JOB_WRK_ACTVTY_QUAL_MGT
WASALE             0001    $CHAR1.  00318    00318   Character    F_JOB_WRK_ACTVTY_SALES
WASCSM             0001    $CHAR1.  00319    00319   Character    F_JOB_WRK_ACTIVITY_SECONDARY_SUMRY
WASEC              0002    $CHAR2.  00320    00321   Character    F_JOB_WRK_ACTIVITY_SECONDARY
WASVC              0001    $CHAR1.  00322    00322   Character    F_JOB_WRK_ACTVTY_PROF_SERV
WATEA              0001    $CHAR1.  00323    00323   Character    F_JOB_WRK_ACTVTY_TEACH
WKSLYR             0004    4.0      00324    00327   Numeric      B_PRINCIPAL_JOB_LESS_THAN_52WKS
WKSWK              0004    4.0      00328    00331   Numeric      B_PRINCIPAL_JOB_WEEKS
WKSYR              0001    $CHAR1.  00332    00332   Character    B_PRINCIPAL_JOB_52_WEEKS
WKTRNI             0001    $CHAR1.  00333    00333   Character    G_JOB_TRAINING_WRK_RELTD_IND
WRKG               0001    $CHAR1.  00334    00334   Character    A_JOB_STATUS_EMPLOYED_IND
WRKGP              0001    $CHAR1.  00335    00335   Character    D_JOB_EMPLOYED_IND
WTRCHOC            0001    $CHAR1.  00336    00336   Character    G_JOB_TRAINING_REAS_CHG_OCCUPAT_DIF
WTREASN            0001    $CHAR1.  00337    00337   Character    G_JOB_TRAINING_PRIMARY_REASON
WTREM              0001    $CHAR1.  00338    00338   Character    G_JOB_TRAINING_REAS_EMPLR_REQ
WTRLIC             0001    $CHAR1.  00339    00339   Character    G_JOB_TRAINING_REAS_LICENSING
WTROPPS            0001    $CHAR1.  00340    00340   Character    G_JOB_TRAINING_REAS_OPPS_ADV_SALARY
WTROT              0001    $CHAR1.  00341    00341   Character    G_JOB_TRAINING_REAS_OTHR
WTRPERS            0001    $CHAR1.  00342    00342   Character    G_JOB_TRAINING_REAS_PERS
WTRSKL             0001    $CHAR1.  00343    00343   Character    G_JOB_TRAINING_REAS_ACQ_SKILL
WTSURVY            0011    11.4     00344    00354   Numeric      Z_WEIGHTING_FACTOR_SURVEY
